id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status 
datoscanariases	http://datos.canarias.es	Datos Abiertos de Canarias	Gobierno de Canarias	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	government,has_api	active	True	https://canarias.es		active
datosgobes	https://datos.gob.es	Datos abiertos del Gobierno de España Datos.gob.es	Gobierno de España	Open data portal	Central government	Custom software	ES	dataset	open	Spain	government	active		https://gob.es		uncertain
datosicanees	https://datos.icane.es	atálogo de Información Estadística Pública de la Comunidad Autónoma de Cantabria	Comunidad Autónoma de Cantabria	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	has_api	active	True	https://www.icane.es		active
datosmadrides	https://datos.madrid.es	Portal de datos abiertos del Ayuntamiento de Madrid	Ayuntamiento de Madrid	Open data portal	Local government	Custom software	ES	dataset	open	Spain	government	active		https://datos.madrid.es		active
datosparcanes	https://datos.parcan.es	datos.parcan.es	Parlamento de Canarias	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	government,has_api	active	True	https://parcan.es		active
datossantanderes	https://datos.santander.es	Datos Abiertos Santander	Santander	Open data portal	Local government	CKAN	EN	dataset	open	Spain	has_api	active	True	https://santander.es		active
datosuaes	https://datos.ua.es/es/busqueda-de-datos.html	Universidad de Alicante Portal de Datos Abiertos	Universidad de Alicante	Open data portal	Academy	Custom software	ES	dataset	open	Spain	government	active		https://web.unican.es		uncertain
observagijones	https://observa.gijon.es	Observa Gijón	Ayuntamiento de Gijón	Open data portal	Local government	OpenDataSoft	ES	dataset	open	Spain	government,has_api	active	True	https://www.gijon.es		uncertain
opendataajuntamentbarcelonacat	https://opendata-ajuntament.barcelona.cat	Open Data Barcelona	Ajuntament de Barcelona	Open data portal	Local government	CKAN	EN	dataset	open	Spain	government,has_api	active	True	https://barcelona.cat		active
opendataalcoiorg	https://opendata.alcoi.org	Datos abiertos e información interesante de Alcoy	Ayntamient d Alcoi	Open data portal	Local government	CKAN	EN	dataset	open	Spain	government,has_api	active	True	https://alcoi.org		active
opendataaragones	https://opendata.aragon.es	Open Data Aragon	Gobierno de Aragon	Open data portal	Regional government	CKAN	EN	dataset	open	Spain	government,has_api	active	True	https://aragon.es		deprecated
opendataaytocacereses	http://opendata.ayto-caceres.es	OpenData Cáceres	Ayto Caceres	Open data portal	Local government	CKAN	EN	dataset	open	Spain	has_api,government	active	True	https://ayto-caceres.es		active
opendataesries	https://opendata.esri.es	Portal de Datos Abiertos de Esri Espana	Esri Espana	Open data portal	Business	ArcGIS Hub	ES	dataset	open	Spain	has_api	active	True	https://esri.es		active
opendatasitcanes	http://opendata.sitcan.es	Datos abiertos SITCAN de Canarias	Gobierno de Canarias	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	government,has_api	active	True	https://canarias.es		active
dadesobertesseuecat	http://dadesobertes.seu-e.cat	Consorci Administració Oberta de Catalunya Dades obertes	Consorci Administració Oberta de Catalunya	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	has_api	active	True			active
opendataportdebarcelonacat	https://opendata.portdebarcelona.cat	Portal Open Data del Port de Barcelona	Port de Barcelona	Open data portal	Central government	CKAN	EN	dataset	open	Spain	has_api	active	True	https://portdebarcelona.cat		active
opendataugres	https://opendata.ugr.es	OpenData UGR	La Universidad de Granada	Open data portal	Academy	CKAN	ES	dataset	open	Spain	has_api	active	True	https://ugr.es		active
opendataunexes	https://opendata.unex.es	Universidad de Extremadura open data	Universidad de Extremadura	Open data portal	Academy	CKAN	ES	dataset	open	Spain	government,has_api	active	True	https://parcan.es		active
seuportsdebalearsgobes	https://seu.portsdebalears.gob.es/seuapb/fitxa/8373/catalogo-de-datos-abiertos	Ports de Balears open data	Ports de Balears	Datasets list	Central government	Custom software	ES	dataset	open	Spain	government	active		https://eu.portsdebalears.gob.es		uncertain
transparenciaalhaurindelatorrees	https://transparencia.alhaurindelatorre.es	Portal de Transparencia de Alhaurín de la Torre	Ayuntamiento de Alhaurín de la Torre	Open data portal	Local government	CKAN	ES	dataset	open	Spain	has_api	active	True	https://alhaurindelatorre.es		active
universidataes	https://universidata.es	UniversiDATA	DIMETRICAL, The Analytics Lab, SL	Open data portal	Academy	DKAN	ES	dataset	open	Spain	government	active		https://cadiz.es		uncertain
valenciaopendatasoftcom	https://valencia.opendatasoft.com	Open data portal of València	Ayuntamiento de Valencia	Open data portal	Local government	OpenDataSoft	ES	dataset	open	Spain	government,has_api	active	True			uncertain
webunicanes	https://web.unican.es/opendata/Paginas/default.aspx	Universidad de Cantabria Portal de Datos Abiertos	Universidad de Cantabria	Open data portal	Academy	Custom software	ES	dataset	open	Spain	government	active		https://web.unican.es		uncertain
wwwjuntadeandaluciaes	https://www.juntadeandalucia.es/datosabiertos/portal	Datos Abiertos Junta de Andalucia	Junta de Andalucia	Open data portal	Regional government	CKAN	ES	dataset	open	Spain	has_api	active	True	https://www.gva.es		active
dataversecsuccat	https://dataverse.csuc.cat	CORA. Research Data Repository (RDR)	Consorci de Serveis Universitaris de Catalunya	Scientific data repository	Academy	Dataverse	ES	dataset	open	Spain	scientific,has_api	active	True	https://csuc.cat		active
edatosconsorciomadronoes	https://edatos.consorciomadrono.es	Dataverse e-cienciaDatos	Consorcio Madroño	Scientific data repository	Academy	Dataverse	ES	dataset	open	Spain	scientific,has_api	active	True	https://consorciomadrono.es		active
riubuubues	https://riubu.ubu.es	Repositorio Institucional de la Universidad de Burgos	Universidad de Burgos	Scientific data repository	Academy	EPrints	ES	dataset	open	Spain	government	active		https://www.ubu.es		uncertain
zaguanunizares	https://zaguan.unizar.es	Universidad de Zaragoza Repository	Universidad de Zaragoza	Scientific data repository	Academy	Invenio	ES	dataset	open	Spain	government	active		https://www.unizar.es		uncertain
creodias	https://datahub.creodias.eu/stac/	CREODIAS	CloudFerro Sp. z o.o.	Geoportal	Business	Stac-server	EN	dataset,map_layer	protected	European Union	geospatial,has_api	active	True	https://creodias.eu		active
dataopendatascienceeu	https://data.opendatascience.eu/geonetwork	Open Data Science Europe Metadata Catalog	Open Data Science Europe	Geoportal	Academy	Geonetwork	EN	dataset,map_layer	open	European Union	geospatial,has_api	active	True	https://opendatascience.eu		uncertain
emodneteceuropaeu	https://emodnet.ec.europa.eu/geonetwork	European Marine Observation and Data Network (EMODnet) metadata catalogue	European Marine Observation and Data Network (EMODnet)	Geoportal	Academy	Geonetwork	EN	dataset,map_layer	open	European Union	geospatial,has_api	active	True	https://emodnet.ec.europa.eu		uncertain
eodc-openeo	https://openeo.eodc.eu/v1.0/	EODC API (openEO)	EODC Earth Observation Data Centre GmbH	Geoportal	Business	Stac-server	EN	dataset,map_layer	protected	European Union	geospatial,has_api	active	True	https://eodc.eu		active
eurac-research-openeo	https://openeo.eurac.edu/	Eurac Research (openEO)	Eurac Research	Geoportal	Academy	Stac-server	EN	dataset,map_layer	protected	European Union	geospatial,has_api	active	True	https://eurac.edu		uncertain
fairicube-hub-catalog	https://catalog.fairicube.eu/stac/index.json	FAIRiCUBE Hub Catalog	The Climate and Environmental Research Institute NILU	Geoportal	Academy	Stac-server	EN	dataset,map_layer	public	European Union	geospatial,has_api	active	True	https://fairicube.eu		uncertain
google-earth-engine-openeo	https://earthengine.openeo.org/v1.0/	Google Earth Engine (openEO)	OpenEO	Geoportal	Community	Stac-server	EN	dataset,map_layer	public	European Union	geospatial,government,has_api	active	True	https://openeo.org		active
inspiregeoportaleceuropaeu	https://inspire-geoportal.ec.europa.eu	INSPIRE Geoportal	Eurpean Comission	Geoportal	Central government	Custom software	EN	dataset,map_layer	open	European Union	geospatial,government	active		https://ec.europa.eu		uncertain
osc	https://EOEPCA.github.io/open-science-catalog-metadata/catalog.json	Open Science Catalog	European Space Agency (ESA)	Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	European Union	geospatial,government,has_api	active	True	https://www.esa.int		uncertain
sdieeaeuropaeu	https://sdi.eea.europa.eu/catalogue	EEA SDI - geospatial data catalogue	Eurpopean Environment Agency	Geoportal	Central government	Geonetwork	EN	dataset,map_layer	open	European Union	geospatial,government,has_api	active	True	https://eea.europa.eu		active
sdwecbeuropaeu	https://sdw.ecb.europa.eu	Statistical data warehouse European Central Bank	European Central Bank	Indicators catalog	Central government	Custom software	EN	indicator	open	European Union	statistics,government	active		https://ecb.europa.eu		uncertain
b2findeudateu	https://b2find.eudat.eu	B2FIND	EUDAT CDI	Open data portal	Central government	CKAN	EN	dataset	open	European Union	government,has_api	active	True	https://eudat.eu		active
cataloguenextgeosseu	https://catalogue.nextgeoss.eu	NextGeoss Data Catalogue	NextGEOSS	Open data portal	Academy	CKAN	EN	dataset	open	European Union	has_api	active	True	https://nextgeoss.eu		uncertain
ckanpearlpvcosteu	https://ckan.pearlpv-cost.eu	Pearl PV CKAN Repository	Performance and Reliability of Photovoltaic Systems. Evaluations of Large-Scale Monitoring Data	Open data portal	Academy	CKAN	EN	dataset	open	European Union	has_api	active	True	https://pearlpv-cost.eu		active
datacataloguecessdaeu	https://datacatalogue.cessda.eu	CESSDA DC Data Catalogue	CESSDA	Open data portal	Academy	Custom software	EN	dataset	open	European Union		active		https://cessda.eu		uncertain
dataedincubatoreu	https://data.edincubator.eu	EDI Data Catalogue	European Data Incubator	Open data portal	Academy	CKAN	EN	dataset	open	European Union	has_api	active	True	https://edincubator.eu		active
dataeuropaeu	https://data.europa.eu	data.europa.eu - The official portal for European data	European Comission	Open data portal	Central government	Custom software	EN	dataset	open	European Union	has_api	active	True	https://europa.eu		active
datajrceceuropaeu	https://data.jrc.ec.europa.eu	Joint Research Centre Data Catalogue	EU Joint Research Centre	Open data portal	Central government	Custom software	EN	dataset	open	European Union	government	active		https://jrc.ec.europa.eu		uncertain
dataportaleuinteractorg	https://dataportal.eu-interact.org	International Network for Terrestrial Research and Monitoring in the Arctic Data Portal	Lund University	Open data portal	Academy	CKAN	EN	dataset	open	European Union	has_api	active	True	https://eu-interact.org		active
docsentsoeeu	https://docs.entsoe.eu	ENTSO-E Docs	ENTSO-E	Open data portal	Business	CKAN	EN	dataset	open	European Union	has_api	active	True	https://entsoe.eu		active
oasishubco	https://oasishub.co	OasisHub	Oasis Hub	Open data portal	Academy	CKAN	EN	dataset	open	European Union	has_api	active	True	https://oasishub.co		deprecated
opendatahubseu	https://opendatahubs.eu	The ODEON platform	Region Sud France	Open data portal	Regional government	DKAN	EN	dataset	open	European Union	government	active		https://regionsud.fr		uncertain
wwwdatastroeu	https://www.datastro.eu	Datastro, an open data portal about astronomy	Lise Guerriero	Open data portal	Community	OpenDataSoft	EN	dataset	open	European Union	government,has_api	active	True	https://www.datastro.eu		uncertain
bluecloudd4scienceorg	https://blue-cloud.d4science.org	Blue-Cloud Catalogue	The Blue-Cloud 2026 project	Scientific data repository	Academy	D4Science	EN	dataset	open	European Union	scientific	active		https://blue-cloud.org		uncertain
covid19dataeuieu	https://covid19data.eui.eu	The COVID-19 SSH Data Portal	European University Institute	Scientific data repository	Academy	InvenioRDM	EN	dataset	open	European Union	scientific,has_api	active	True	https://eui.eu		active
datamarinecopernicuseu	https://data.marine.copernicus.eu	Copernicus Marine Data Store	Copernicus Marine Service	Scientific data repository	Academy	Custom software	EN	dataset	open	European Union	scientific	active		https://marine.copernicus.eu		uncertain
opensciencedataesaint	https://opensciencedata.esa.int	ESA Open Science Catalog	European Space Agency (ESA)	Scientific data repository	Academy	Custom software	EN	dataset	open	European Union	scientific	active		https://esa.int		uncertain
catalogfmifi	http://catalog.fmi.fi/geonetwork	Finnish Meteorological Institute Geocatalog	Finnish Meteorological Institute	Geoportal	Central government	Geonetwork	FI	dataset,map_layer	public	Finland	geospatial,government,has_api	active	True	https://fmi.fi		uncertain
fmi-ard-finland	https://pta.data.lit.fmi.fi/stac/root.json	FMI ARD Finland	Finnish Meteorological Institute	Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	Finland	geospatial,government,has_api	active	True	https://fmi.fi		uncertain
geonetworklukefi	http://geonetwork.luke.fi/geonetwork	Forest energy atlas catalogue	Natural Resources Institute Finland	Geoportal	Academy	Geonetwork	FI	dataset,map_layer	public	Finland	geospatial,has_api	active	True	https://luke.fi		uncertain
geostatfi	http://geo.stat.fi/geoserver	Statistics Finland Geoserver	Statistics Finland	Geoportal	Central government	GeoServer	FI	dataset,map_layer	public	Finland	geospatial,government	active		https://stat.fi		uncertain
metadatahelcomfi	https://metadata.helcom.fi/geonetwork	Helcom geodata catalog	HELCOM	Geoportal	International	Geonetwork	EN	dataset,map_layer	open	Finland	geospatial,has_api	active	True	https://helcom.fi		uncertain
paikkatietohakemistofi	https://www.paikkatietohakemisto.fi/geonetwork	Paikkatietohakemisto	National Land Survey of Finland	Geoportal	Central government	Geonetwork	FI	dataset,map_layer	public	Finland	geospatial,government,has_api	active	True	https://www.maanmittauslaitos.fi		uncertain
pxweb2statfi	https://pxweb2.stat.fi/PxWeb/pxweb/en/StatFin/	Statistics Finland’s free-of-charge statistical databases	Statistics Finland	Indicators catalog	Central government	PxWeb	EN	indicator	open	Finland	statistics,government	active		https://stat.fi		uncertain
pxwebnhwstatorg	https://pxweb.nhwstat.org	Nordic Health and Welfare Statistics indicators	Nordic Health and Welfare Statistics	Indicators catalog	International	PxWeb	EN	indicator	open	Norway	statistics	active		https://nwstat.org		uncertain
pxwebnordicstatisticsorg	https://pxweb.nordicstatistics.org	Nordic Statistics indicators	Nordic Statistics	Indicators catalog	International	PxWeb	EN	indicator	open	Norway	statistics	active		https://nordicstatistics.org		uncertain
stathelfi	https://stat.hel.fi/pxweb/en/Aluesarjat/	Greater Helsinki Open Statistical Databases.  Aluesarjat statistical database	Greater Helsinki	Indicators catalog	Local government	PxWeb	EN	indicator	open	Finland	statistics,government	active		https://hel.fi		uncertain
stathelfi2	https://stat.hel.fi/pxweb/en/Nordstat/	Greater Helsinki Open Statistical Databases. Nordstat	Greater Helsinki	Indicators catalog	Local government	PxWeb	EN	indicator	open	Finland	statistics,government	active		https://hel.fi		uncertain
avoindatafi	https://avoindata.fi	Avoindata.fi	Verkkopalvelun kehittämisestä vastaa	Open data portal	Central government	CKAN	FI	dataset	open	Finland	government,has_api	active	True	https://dvv.fi		active
ckanmtpymparistofi	https://ckanmtp.ymparisto.fi	Marine Data Portal	Finnish Environment Institute	Open data portal	Academy	CKAN	FI	dataset	open	Finland	government,has_api	active	True	https://www.syke.fi		active
datafingridfi	https://data.fingrid.fi	Fingridin avoin data	Fingrid	Open data portal	Central government	CKAN	FI	dataset	open	Finland	government,has_api	active	True	https://www.fingrid.fi		active
datatamperefi	https://data.tampere.fi	Tampereen kaupungin dataportaali	Tampere	Open data portal	Local government	CKAN	FI	dataset	open	Finland	government,has_api	active	True	https://tampere.fi		active
hrifi	https://hri.fi	Helsinki Region Infoshare	Helsinki Region	Open data portal	Local government	CKAN	FI	dataset	open	Finland	government,has_api	active	True	https://hel.fi		active
apigouvfr	https://api.gouv.fr	France Government API Catalogue		API Catalog	Central government	Custom software	FR	api endpoint	open,limited	France	government	active				uncertain
cataloguedataragouvfr	https://catalogue.datara.gouv.fr/geonetwork	DatAra		Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguegeoguyanefr	https://catalogue.geoguyane.fr/geonetwork	GeoGuyane		Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguegeoidedeveloppementdurablegouvfr	http://catalogue.geo-ide.developpement-durable.gouv.fr/catalogue	Catalogue interministériel de données géographiques	Support Policies and Information Systems Department	Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			active
cataloguegeomartiniquefr	https://catalogue.geomartinique.fr/geonetwork	Centre de Ressource Géomatique et Infrastructure de Données Géographiques - GéoMartinique	Prefet de la Martinique	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguegeopalorg	https://catalogue.geopal.org/geonetwork	GeoPal		Geoportal	Government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguekarugeofr	https://catalogue.karugeo.fr/geonetwork	The geographic information portal of Guadeloupe 	Prefet de la Guadeloupe	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguepictooccitaniefr	https://catalogue.picto-occitanie.fr/geonetwork	Picto-Occitanie Geocatalogue	Prefet de la Occitanie	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cataloguesigloirefr	https://catalogue.sigloire.fr/geonetwork	SIGLOIRE	de la Loire region	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
cigalsaceorg	https://www.cigalsace.org/geonetwork	Catalogue GeoGrandEst	Prefet de la Region Grand Est	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
dataairbreizhassofr	https://data.airbreizh.asso.fr/geonetwork	GeoCatalogue AIR BREIZH		Geoportal	Government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			active
dataairparifassoopendataarcgiscom	https://data-airparif-asso.opendata.arcgis.com	Airparif Open Data	Île-de-France	Geoportal	Central government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataairplorg	https://data.airpl.org/geonetwork	Open Data Air Pays de la Loire		Geoportal	Government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
dataatmograndestopendataarcgiscom	https://data-atmograndest.opendata.arcgis.com	Atmo Grand Est Open Data	Grand Est	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataatmohdfopendataarcgiscom	https://data-atmo-hdf.opendata.arcgis.com	Atmo Hauts de France Open Data	Hauts-de-France	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataatmooccitanieopendataarcgiscom	https://data-atmo-occitanie.opendata.arcgis.com	Atmo Occitanie Open Data	Occitanie	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataatmoreunionopendataarcgiscom	https://data-atmoreunion.opendata.arcgis.com	Atmo Réunion Open Data	La Réunion	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
datagwadairopendataarcgiscom	https://data-gwadair.opendata.arcgis.com	Gwad'Air Open Data	Guadeloupe	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
datahawamayotteopendataarcgiscom	https://data-hawa-mayotte.opendata.arcgis.com	Hawa Mayotte Open Data	Mayotte	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataligairopendataarcgiscom	https://data-ligair.opendata.arcgis.com	Lig'Air Open Data	Centre-Val de Loire	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
dataumrlisahfr	https://data.umr-lisah.fr/geonetwork	GéoCatalogue de l'UMR LISAH	Le LISAH, Laboratoire d'Etude des Interactions entre Sol-Agrosystème-Hydrosystème	Geoportal	Academy	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True	https://www.umr-lisah.fr		uncertain
departementainopendataarcgiscom	https://departement-ain.opendata.arcgis.com	Open Data Conseil Départemental de l'Ain (CD01)	Conseil Départemental de l'Ain (CD01)	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
geobretagnefr	https://geobretagne.fr/geonetwork	GeoBretagne		Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
publicsigrennesmetropolefr	https://public.sig.rennesmetropole.fr/geonetwork	Catalogue public Rennes Metropole		Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True			uncertain
santegraphiefr	https://santegraphie.fr/geonetwork	Santegraphie data catalogue	Ile-de-France et SESAN	Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	True	https://santegraphie.fr		uncertain
sentinel-2-and-landsat-8-catalog	https://tamn.snapplanet.io	Sentinel-2 and Landsat-8 catalog	SnapPlanet	Geoportal	Business	Stac-server	EN	dataset,map_layer	public	France	geospatial,has_api	active	True			uncertain
sigcrcentreopendataarcgiscom	https://sig.crcentre.opendata.arcgis.com	Open Data-Région Centre-Valde Loire	Open Data-Région Centre-Valde Loire	Geoportal	Local government	ArcGIS Hub	FR	dataset,map_layer	open	France	geospatial,has_api	active	True			active
inseefrstat	https://www.insee.fr/en/statistiques	Official French Statistique		Indicators catalog	Central government	Custom software	FR	indicator	open	France	statistics,government	active				uncertain
datainedfr	https://data.ined.fr	Catalogue d'enquêtes et de données de l'Ined	Demostaf France	Microdata catalog	Central government	NADA	FR	microdata	open,limited	France	government,has_api,microdata	active	True	https://www.ined.fr		uncertain
demostafwebinedfr	https://demostaf.web.ined.fr	Inventaire d enquêtes Demostaf	Demostaf France	Microdata catalog	Central government	NADA	FR	microdata	open,limited	France	government,has_api,microdata	active	True	https://www.ined.fr		uncertain
aixenprovenceopendatasoftcom	https://aix-en-provence.opendatasoft.com	Mairie d'Aix en Provence	Mairie d'Aix en Provence	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
angletopendatapaysbasqueopendatasoftcom	https://anglet-opendatapaysbasque.opendatasoft.com	ANTIC Pays Basque	ANTIC Pays Basque	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
anruopendataopendatasoftcom	https://anruopendata.opendatasoft.com	ANRU - Agence Nationale pour la Rénovation Urbaine Open data	ANRU - Agence Nationale pour la Rénovation Urbaine	Open data portal	Central government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True	https://www.anru.fr		uncertain
ardennemetropoleopendatasoftcom	https://ardennemetropole.opendatasoft.com	Ardenne Métropole	Ardenne Métropole	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
auvergnerhonealpesdataeducationopendatasoftcom	https://auvergne-rhone-alpes-dataeducation.opendatasoft.com	MINISTERE DE L'EDUCATION NATIONALE	MINISTERE DE L'EDUCATION NATIONALE	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
bayonneopendatapaysbasqueopendatasoftcom	https://bayonne-opendatapaysbasque.opendatasoft.com	ANTIC Pays Basque	ANTIC Pays Basque	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			active
birdzopendatasoftcom	https://birdz.opendatasoft.com	ENDETEC	ENDETEC	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
boulognebillancourtseineouestopendatasoftcom	https://boulognebillancourt-seineouest.opendatasoft.com	Grand Paris Seine Ouest	Grand Paris Seine Ouest	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
bpceopendatasoftcom	https://bpce.opendatasoft.com	BPCE	BPCE	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
bretagnedataeducationopendatasoftcom	https://bretagne-dataeducation.opendatasoft.com	MINISTERE DE L'EDUCATION NATIONALE	MINISTERE DE L'EDUCATION NATIONALE	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
cachanopendatasoftcom	https://cachan.opendatasoft.com	Ville de Cachan	Ville de Cachan	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
cchblafibre64data64opendatasoftcom	https://cchb-lafibre64-data64.opendatasoft.com	La Fibre 64	La Fibre 64	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
chavilleseineouestopendatasoftcom	https://chaville-seineouest.opendatasoft.com	Grand Paris Seine Ouest	Grand Paris Seine Ouest	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
civisopendatasoftcom	https://civis.opendatasoft.com	Université Aix-Marseille	Université Aix-Marseille	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
ckan.openig.org	https://ckan.openig.org	ckan.openig.org		Open data portal	Civil society	CKAN	FR	dataset	open	France	has_api	active	True			active
corbeilessonnesgrandparissudopendatasoftcom	https://corbeil-essonnes-grandparissud.opendatasoft.com	GPS - Grand Paris Sud	GPS - Grand Paris Sud	Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
dataagenfr	https://data.agen.fr	Données d Agen	Ville d Agen	Open data portal	Local government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.agen.fr		uncertain
dataaggloroyanfr	https://data.agglo-royan.fr	Open Data CARA		Open data portal	Community	CKAN	FR	dataset	open	France	has_api	active	True			active
dataagriculturelittoralefr	https://data.agriculturelittorale.fr	data.agriculturelittorale.fr		Open data portal	Academy	CKAN	EN	dataset	open	France	has_api	active	True			active
dataeducationgouvfr	https://data.education.gouv.fr	Plateforme ouverte des données Éducation, Sports et Jeunesse	Ministère de Éducation Nationale	Open data portal	Central government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.education.gouv.fr		uncertain
dataenseignementsuprecherchegouvfr	https://data.enseignementsup-recherche.gouv.fr	Open data Enseignement supérieur, Recherche et Innovation	Ministère de Enseignement supérieur et de la Recherche	Open data portal	Central government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.enseignementsup-recherche.gouv.fr		uncertain
dataexplorestarfr	https://data.explore.star.fr	Star Data Explore		Open data portal	Business	OpenDataSoft	FR	dataset	open	France	has_api	active	True			uncertain
datagouvfr	https://data.gouv.fr	data.gouv.fr		Open data portal	Central government	uData	FR	dataset	open	France	government,has_api	active	True			active
datailedefrancefr	https://data.iledefrance.fr	La plateforme open data de la Région Île-de-France	Région Île-de-France	Open data portal	Regional government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.iledefrance.fr		uncertain
dataissycom	https://data.issy.com	Données d Issy-les-Moulineaux	Issy-les-Moulineaux	Open data portal	Local government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.issy.com		uncertain
datalaregionfr	https://data.laregion.fr	Open Data Occitanie		Open data portal	Regional government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	True			uncertain
datamontpellier3mfr	https://data.montpellier3m.fr	Open Data Montpellier Méditerranée Métropole		Open data portal	Regional government	DKAN	FR	dataset	open	France	government	active				uncertain
datanormandieeducationgouvfr	https://data.normandie.education.gouv.fr	Région académique Normandie Open Data	Région académique Normandie	Open data portal	Regional government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.education.gouv.fr		uncertain
datanovalegroupelapostefr	https://datanova.legroupe.laposte.fr	dataNOVA la Poste Groupe		Open data portal	Business	OpenDataSoft	FR	dataset	open	France	has_api	active	True			uncertain
dataoccitanieeducationgouvfr	https://data.occitanie.education.gouv.fr	Région académique Occitanie Open Data	Région académique Occitanie	Open data portal	Regional government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.education.gouv.fr		uncertain
dataratpfr	https://data.ratp.fr	RATP data	RATP: Public transport in Paris and île-de-France	Open data portal	Regional government	OpenDataSoft	FR	dataset	open	France	has_api	active	True	https://www.ratp.fr		uncertain
datasncfcom	https://data.sncf.com	SNCF Data		Open data portal	Business	OpenDataSoft	FR	dataset	open	France	has_api	active	True			uncertain
