id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status 
datacdpheopendataarcgiscom	https://data.cdphe.opendata.arcgis.com	Colorado Department of Public Health and Environment Open Data	Colorado Department of Public Health and Environment	Open data portal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datacoloradogov	https://data.colorado.gov	Colorado Open Data	State of Colorado	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True	https://www.colorado.gov		uncertain
datadenvergovorg	https://data.denvergov.org	Denver Open Data Catalog	City And County Of Denver	Open data portal	Local government	Custom software	EN	dataset	open	United States	government	active		https://www.denvergov.org		uncertain
datadogisopendataarcgiscom	https://data.dogis.opendata.arcgis.com	Douglas County GIS Open Data	Douglas Count, Colorado	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
policedatacoloradospringsgov	https://policedata.coloradosprings.gov	Colorado Springs Police Department Open Data	Colorado Springs Police Department	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True	https://www.coloradosprings.gov		uncertain
geodatactgov	https://geodata.ct.gov	CT Geodata Portal	State of Connecticut	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True		https://ct-geospatial-data-portal-ctmaps.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
ctgov	https://ct.gov/deep/cwp/view.asp?a=2701&q=323444&deepnav_gid=1636	Connecticut Department Of Energy & Environmental Protection - Gis Data And Maps	State of Connecticut	Datasets list	Regional government	Custom software	EN	dataset	open	United States	government	active				uncertain
datactdataorg	http://data.ctdata.org	Connecticut Data Collaborative	Inform CT, Inc. dba CTData Collaborative	Open data portal	Civil society	CKAN	EN	dataset	open	United States		active	True			uncertain
datactgov	https://data.ct.gov	Connecticut Open Data	State of Connecticut	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
datahartfordgov	https://data.hartford.gov	HartfordData	City of Hartford	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
opendatadcgov	https://opendata.dc.gov	Open Data DC	Office of the Chief Technology Officer, DC	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True		https://datahub-dc-dcgis.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
datadelawaregov	https://data.delaware.gov	Delaware Open Data	State of Delaware	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
geodatafloridagiogov	https://geodata.floridagio.gov	Floridas Geospatial Open Data	State of Florida	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True		https://geodata-fgio.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
citytampaopendataarcgiscom	https://city.tampa.opendata.arcgis.com	City of Tampa Open Data	City of Tampa	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datacityofgainesvilleorg	https://data.cityofgainesville.org	DataGNV - Gainesville Open Data Portal	City of Gaunesville	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datafortlauderdaleopendataarcgiscom	https://data.fortlauderdale.opendata.arcgis.com	City of Fort Lauderdale	City of Fort Lauderdale	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datahcbccopendataarcgiscom	https://data.hcbcc.opendata.arcgis.com	Highlands County Board of County Commissioners	Highlands County Board of County Commissioners	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datapompanobeachflgov	https://data.pompanobeachfl.gov	Pompano Beach		Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
datacityofmariettaopendataarcgiscom	https://data.cityofmarietta.opendata.arcgis.com	City of Marietta, GA Open data	City of Marietta, GA	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datageorgiagov	https://data.georgia.gov	Georgia Data	Georgia Technology Authority (GTA)	Open data portal	Local government	DKAN	EN	dataset	open	United States	government	active	True			uncertain
honolulucchnlopendataarcgiscom	https://honolulu.cchnl.opendata.arcgis.com	Honolulu Open Geospatial Data	Honolulu Open Geospatial Data	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datahawaiigov	https://data.hawaii.gov	Hawaii Open Data	Sate of Hawaii	Open data portal	Regional government	CKAN	EN	dataset	open	United States	government	active	True			active
datahonolulugov	https://data.honolulu.gov	Honolulu County, Hi Open Data	Honolulu County	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
geoportalhawaiigov	https://geoportal.hawaii.gov	State of Hawaii Open Geospatial Data Portal	State of Hawaii	Geoportal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government	active	True			active
dataiowadotgov	hhttps://data.iowadot.gov	Iowa DOT Open Data	Iowa Department of Transportation	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True	https://www.iowadot.gov	https://public-iowadot.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
geodataiowagov	https://geodata.iowa.gov	Iowa Geospatial Data	State of Iowa	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True		https://geodata-iowa.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
dataiowagov	https://data.iowa.gov	Iowa Open Data	Sate of Iowa	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
publiciowadotopendataarcgiscom	https://public.iowadot.opendata.arcgis.com	Iowa Department of Transportation Open Data Portal	Iowa Department of Transportation	Open data portal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
gisidahohubarcgiscom	https://gis-idaho.hub.arcgis.com	State of Idaho Open GIS Hub	State of Idaho	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
opendatacityofboiseorg	https://opendata.cityofboise.org	City of Boise Open Data	City of Boise	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	True			active
datacatalogcookcountyilgov	https://datacatalog.cookcountyil.gov	Cook County Government Open Data	Cook County, IL	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
datacityofchicagoorg	https://data.cityofchicago.org	Chicago, Il Open Data	The City of Chicago	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
datacityofevanstonorg	https://data.cityofevanston.org	Evanston Open Data	City of Evanston	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True	https://cityofevanston.org		active
dataillinoisgov	https://data.illinois.gov	Illinois Open Data	State of Illinois	Open data portal	Regional government	CKAN	EN	dataset	open	United States	government	active	True			deprecated
dataurbanaillinoisus	https://data.urbanaillinois.us	Urbana Open Data	City of Urbana	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True	https://www.urbanaillinois.us		active
performancecijanesvillewius	https://performance.ci.janesville.wi.us	Park Place Performs	City of JanesVille	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True	https://ci.janesville.wi.us		active
rtamsorg	https://rtams.org	Regional Transportation Authority Mapping and Statistics (RTAMS), Chicago	Regional Transportation Authority Mapping and Statistics (RTAMS)	Open data portal	Local government	DKAN	EN	dataset	open	United States	government	active				uncertain
dataindygov	https://data.indy.gov	Indianapolis Regional Data Portal	City of Indianapolis	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datasouthbendopendataarcgiscom	https://data-southbend.opendata.arcgis.com	City of South Bend Open Data	City of South Bend	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datalexingtonkygov	https://data.lexingtonky.gov	Lexington, KY Open Data	Lexington City Government	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datalojicorg	https://data.lojic.org	Louisville, KY LOJIC GIS Open Data	Louisville and Jefferson County Information Consortium (LOJIC)	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datalouisvillekygov	https://data.louisvilleky.gov	Louisville Metro Open Data	Louisville Metro city Government, Innovation Office	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
databrlagov	https://data.brla.gov	Open Data Baton Rouge	City of Baton Rouge, Parish of East Baton Rouge	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
datanolagov	https://data.nola.gov	New Orleans, La Open Data	City of New Orleans	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
bostonopendatabostonopendataarcgiscom	https://bostonopendata.boston.opendata.arcgis.com	BostonMaps: Open Data	City of Boston	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
cambridgegisgithubio	https://cambridgegis.github.io/gisdata.html	Cambridge, Ma Open Data	City of Cambridge, MA	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active	False			uncertain
databostongov	https://data.boston.gov	Analyze Boston	City of Boston	Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
datacambridgemagov	https://data.cambridgema.gov	Cambridge, Ma Open Data	City of Cambridge, Ma	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
datasomervillemagov	https://data.somervillema.gov	Somerville, Ma Open Data	City of Somerville	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
opendataworcestermagov	https://opendata.worcesterma.gov	Informing Worcester		Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			deprecated
databaltimorecitygov	https://data.baltimorecity.gov	Open Baltimore	City Of Baltimore	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datarockvillemdopendataarcgiscom	https://data.rockvillemd.opendata.arcgis.com	City of Rockville, MD, Open Data	City of Rockville	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
databaltimorecitygov	https://data.baltimorecity.gov	Open Baltimore	City Of Baltimore	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
dataimapmarylandgov	https://data.imap.maryland.gov	Maryland GIS Data Catalog	Maryland Department of Information Technology	Open data portal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datamarylandgov	https://data.maryland.gov	Maryland Open Data	State of Maryland	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True			active
datamontgomerycountymdgov	https://data.montgomerycountymd.gov	Montgomery County, Md Open Data	Montgomery County	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
datamontgomeryschoolsmdorg	https://data.montgomeryschoolsmd.org	Montgomery County Public Schools data catalog	Montgomery County Public Schools	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
dataprincegeorgescountymdgov	https://data.princegeorgescountymd.gov	Prince George County, Md - Openpgc	Prince George County	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
opendatamarylandgov	https://opendata.maryland.gov	Maryland Open Data Portal	State of Maryland	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datadetroitmigov	https://data.detroitmi.gov	Detroit Open Data	City of Detroit	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
gisdatapiercecowaopendataarcgiscom	https://gisdata.piercecowa.opendata.arcgis.com	Pierce County WA Open Geo Spatial Data Portal	Pierce County, WA	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
gismdotopendataarcgiscom	https://gis-mdot.opendata.arcgis.com	MDOT Open Data	MDOT	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
gisnorthcountrytrailorg	https://gis.northcountrytrail.org	North Country Trail Open Data Portal	North Country	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
mapssemcogopendataarcgiscom	https://maps.semcog.opendata.arcgis.com	Southeast Michigan Council of Governments Open Data	SEMCOG (Southeast Michigan Council of Governments)	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datagrandrapidsmigov	https://data.grandrapidsmi.gov	Grand Rapids, Mi Open Data	City of Grand Rapids	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datakalamazoocityorg	https://data.kalamazoocity.org	Kalamazoo Open Data	City of Kalamazoo	Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
datamichigangov	https://data.michigan.gov	Michigan Open Data Portal	State Of Michigan	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
portaldatadrivendetroitorg	https://portal.datadrivendetroit.org	D3 Data Portal	City of Detroit	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
wwwa2govorg	https://www.a2gov.org/services/data/Pages/default.aspx	Ann Arbor, Michigan Open Data	City Of Ann Arbor	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active	False			inactive
mfieldumichedu	https://mfield.umich.edu	MField: The University of Michigan Field Research and Data Hub	University of Michigan	Scientific data repository	Academy	DKAN	EN	dataset	open	United States	government	active		http://www.umich.edu		uncertain
datacarveropendataarcgiscom	https://data.carver.opendata.arcgis.com	Carver County, MN Open Data Portal	Carver County, MN	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
dataclaycountymnopendataarcgiscom	https://data.claycountymn.opendata.arcgis.com	Clay County, MN, Open data	Clay County, MN	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
gisdatamngov	https://gisdata.mn.gov	Minnesota Geospatial Commons	State of Minnesota	Open data portal	Regional government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
gishennepinhubarcgiscom	https://gis-hennepin.hub.arcgis.com	Hennepin GIS	Hennepin County	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
opendataminneapolismngov	https://opendata.minneapolismn.gov	Open Data Minneapolis	City of Minneapolis	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	True			active
wwwstatemnus	https://www.state.mn.us/data	Minnesota Data Catalog	State Of Minnesota	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active				uncertain
datamissouriepscororg	https://data.missouriepscor.org	Missouri EPSCoR Data Portal	EPSCoR	Open data portal	Civil society	CKAN	EN	dataset	open	United States	has_api	active	True			active
datamogov	https://data.mo.gov	State of Missouri Open data portal	State Of Missouri	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True			active
rdxstldataorg	https://rdx.stldata.org	St. Louis Regional Data Exchange		Open data portal	Regional government	DKAN	EN	dataset	open	United States	government	active				uncertain
stlouismogov	https://stlouis-mo.gov/data	St. Louis, Mo Open Data	City of St. Louis	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active				deprecated
mpscmississippiopendataarcgiscom	https://mpsc.mississippi.opendata.arcgis.com	Mississippi Public Service Commission Open Data	Mississippi Public Service Commission	Open data portal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
opendatagismsgov	https://opendata.gis.ms.gov	Mississippi Geospatial Data Catalog	Mississippi Geospatial Clearinghouse	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datamtgov	https://data.mt.gov	Montana Data Portal	State of Montana	Open data portal	Regional government	Custom software	EN	dataset	open	United States	government	active				uncertain
datancdenropendataarcgiscom	https://data-ncdenr.opendata.arcgis.com	NC Dept. of Environmental Quality Online GIS	NC Dept. of Environmental Quality	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
mappittncopendataarcgiscom	https://map-pittnc.opendata.arcgis.com	Pitt County Open Data	Pitt County Government	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datanccourtsgov	https://data.nccourts.gov	North Carolina Judicial Branch Case statistics	North Carolina Administrative Office of the Courts	Open data portal	Regional government	OpenDataSoft	EN	dataset	open	United States	government	active	True	https://nccourts.gov		uncertain
dataraleighncgov	https://data.raleighnc.gov	Open Raleigh Data	City of Raleigh	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datatownofcaryorg	https://data.townofcary.org	Cary NC Open Data Portal	Town of Cary, NC	Open data portal	Local government	OpenDataSoft	EN	dataset	open	United States	government	active	True			uncertain
datawakegov	https://data.wake.gov	Wake County Open Data	Wake County Open Data	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
giscabarrusopendataarcgiscom	https://gis-cabarrus.opendata.arcgis.com	Open Data For Cabarrus County	Cabarrus County, NC	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
lincosbmncgov	https://linc.osbm.nc.gov	NC Budget Management Open Data Portal	NC Budget Management	Open data portal	Regional government	OpenDataSoft	EN	dataset	open	United States	government	active	True	https://osbm.nc.gov		uncertain
opendatatownofmorrisvilleorg	https://opendata.townofmorrisville.org	Town of Morrisville	Town of Morrisville	Open data portal	Local government	OpenDataSoft	EN	dataset	open	United States	government	active	True	https://townofmorrisville.org		uncertain
wwwchapelhillopendataorg	https://www.chapelhillopendata.org	Chapel Hill Open Data	Chapel Hill Public Library	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	True			active
nebraskamapgov	https://www.nebraskamap.gov	Nebraska Open Data	State of Nebraska	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
njogisnewjerseyopendataarcgiscom	https://njogis-newjersey.opendata.arcgis.com	New Jersey Office of GIS Open Data	New Jersey Office of GIS	Geoportal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
data1sussexopendataarcgiscom	https://data-1.sussex.opendata.arcgis.com	County of Sussex Open Data	County of Sussex	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datacinewarknjus	https://data.ci.newark.nj.us	Newark, Nj Open Data	City of NewArk	Open data portal	Local government	CKAN	EN	dataset	open	United States	government	active	True			active
datajerseycitynjgov	https://data.jerseycitynj.gov	Jersey city open data	Jersey city	Open data portal	Local government	OpenDataSoft	EN	dataset	open	United States	government,has_api	active	True	https://www.jerseycitynj.gov		uncertain
datanjgov	https://data.nj.gov	New Jersey Open Data	State of New Jersey	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True	https://www.nj.gov		uncertain
healthdatadatanjgov	https://healthdata.nj.gov	New Jersey Health Open Data	New Jersey Department of Health	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True	https://www.nj.gov		uncertain
berncocivicdashboardscom	https://bernco.civicdashboards.com	Bernalillo County Open Data Sandbox	Bernalillo County	Open data portal	Local government	CKAN	EN	dataset	open	United States	has_api	active	True			active
wwwcabqgov	https://www.cabq.gov/abq-data	Alburquerque, Nm Open Data	City of Alburquerque	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active				uncertain
datanevcountyopendataarcgiscom	https://data.nevcounty.opendata.arcgis.com	Nevada County Open Data Portal	Open Data Portal	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datacityofnewyorkus	https://data.cityofnewyork.us	New York	City of New York	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
datacityofrochestergov	https://data.cityofrochester.gov	DataROC - City of Rochester, NY Open Data Portal	City of Rochester, NYs IT Department	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datanygov	https://data.ny.gov	New York Open Data	State of New York	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
datasyrgov	https://data.syr.gov	DataCuse	City of Syracuse	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
wwwnysenategov	https://www.nysenate.gov/open-data	New York Senate	New York Senate	Datasets list	Local government	Custom software	EN	dataset	open	United States	government	active				uncertain
datacolumbusopendataarcgiscom	https://data.columbus.opendata.arcgis.com	Columbus GIS Open Data and Map Portal	City of Columbus	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datacuyahogaopendataarcgiscom	https://data-cuyahoga.opendata.arcgis.com	Cuyahoga County GIS	Cuyahoga County DoIT	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
dataoepaopendataarcgiscom	https://data-oepa.opendata.arcgis.com	Ohio EPA Geographic Open Data	Ohio Environmental Protection Agency	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
fiscalgishubcuyahogacountyus	https://fiscalgishub.cuyahogacounty.us	Cuyahoga County Fiscal GIS Hub	Cuyahoga County	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True	https://cuyahogacounty.us		active
datadublinohioopendataarcgiscom	https://data-dublinohio.opendata.arcgis.com	City of Dublin, Ohio Open Data	City of Dublin	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
dataohiogov	https://data.ohio.gov	DataOhio	State of Ohio	Open data portal	Regional government	Custom software	EN	dataset	open	United States	government	active	True	https://www.ohio.gov		uncertain
gisdataelkgrovecityorg	https://gisdata.elkgrovecity.org	City of Elk Grove - GIS Data Gateway	City of Elk	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
dataokcgov	https://data.okc.gov	Oklahoma City, Ok	Oklahoma City	Open data portal	Local government	Custom software	EN	dataset	open	United States	government	active	False			deprecated
dataokgov	https://data.ok.gov	Oklahoma Open Data	State of Oklahoma	Open data portal	Regional government	CKAN	EN	dataset	open	United States	government	active	True			uncertain
datadeschutesorg	https://data.deschutes.org	Deschutes County Data Portal	Deschutes County	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active				uncertain
dataoregongov	https://data.oregon.gov	Oregon Open Data	State of Oregon	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
gisjacksoncountyorg	https://gis.jacksoncounty.org	Jackson County GIS	Jackson County, Oregon	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datadauphincoopendataarcgiscom	https://data.dauphinco.opendata.arcgis.com	Dauphin County, PA, Open data	Dauphin County, PA	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datapagov	https://data.pa.gov	Open Data Pennsylvania	State of Pennsylvania	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
datapennshareopendataarcgiscom	https://data.pennshare.opendata.arcgis.com	The Pennsylvania Department of Transportation GIS Open Data Portal	Pennsylvania Department of Transportation	Open data portal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
opendataphillyorg	https://www.opendataphilly.org	Office of Innovation & Technology	Opendataphilly	Open data portal	Local government	JKAN	EN	dataset	open	United States	government	active				uncertain
indicadorespr	https://indicadores.pr	El Sistema de Indicadores de Puerto Ric	Instituto de Estadísticas de Puerto Rico	Open data portal	Regional government	CKAN	ES	dataset	open	United States	government,has_api	active	True	https://estadisticas.pr		active
dataprovidencerigov	https://data.providenceri.gov	City of Providence Open Data Portal	City of Providence	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datatreasuryrigov	https://data.treasury.ri.gov	Office of the General Treasurer Data Portal		Open data portal	Regional government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
wwwrigov	https://www.ri.gov/data	Rhode Island Open Data	State of Rhode Island	Open data portal	Regional government	Custom software	EN	dataset	open	United States	government	active				uncertain
tntnmapopendataarcgiscom	https://tn.tnmap.opendata.arcgis.com	State of Tennessee STSGIS Downloadable Data	State of Tennessee	Geoportal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datachattlibraryorg	https://data.chattlibrary.org	Chattanooga Open Data Porta	City of Chattanooga	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datanashvillegov	https://data.nashville.gov	Nashville Open Data	Metro Nashville Government	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datatngov	https://data.tn.gov	TN Open Data Portal		Open data portal	Regional government	CKAN	EN	dataset	open	United States	government,has_api	active	True			uncertain
gisbexaropendataarcgiscom	https://gis.bexar.opendata.arcgis.com	Bexar County, Tx - Gis Open Data	Bexas County	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
cohgismycityopendataarcgiscom	https://cohgis-mycity.opendata.arcgis.com	City of Houston Open Data	City of Houston	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
dataaustintexasgov	https://data.austintexas.gov	Austin, Tx Open Data	City of Austin	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datacityofdentoncom	https://data.cityofdenton.com	Denton Open Data	City of Denton	Open data portal	Local government	CKAN	EN	dataset	open	United States	government	active	True			uncertain
datafortworthtexasgov	https://data.fortworthtexas.gov	Open Data Portal for the City of Fort Worth	City of Fort Worth	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datahoustontxgov	https://data.houstontx.gov	Houston Data Portal	City of Houston	Open data portal	Local government	CKAN	EN	dataset	open	United States	government	active				deprecated
datanctcoggisopendataarcgiscom	https://data-nctcoggis.opendata.arcgis.com	NCTCOG Regional Data Center Site	North Central Texas Council of Governments	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datasanantoniogov	https://data.sanantonio.gov	Open Data San Antonio	City of San Antonio	Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
datatexasgov	https://data.texas.gov	Texas Open Data Portal	State of Texas	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
wwwdallasopendatacom	https://www.dallasopendata.com	Dallas, Tx Open Data	City of Dallas	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
gisslcgovopendataarcgiscom	https://gis.slcgov.opendata.arcgis.com	Salt Lake City GIS Open Data	Salt Lake City	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
opendatautahgov	https://opendata.utah.gov	Utah Open Data	State of Utah	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				deprecated
datacityoflynchburgopendataarcgiscom	https://data.cityoflynchburg.opendata.arcgis.com	Lynchburg, Va Gis Data	City of Lynchburg	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datafairfaxcountygisopendataarcgiscom	https://data.fairfaxcountygis.opendata.arcgis.com	Fairfax County GIS& Mapping Services	Fairfax County	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
gisdataarlgisopendataarcgiscom	https://gisdata.arlgis.opendata.arcgis.com	Arlington County, Virginia GIS Data	Arlington County, Virginia	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
gisvedporg	https://gis.vedp.org	VEDP GIS Open Data	Virginia Economic Development Partnership	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
publicchesvaopendataarcgiscom	https://public.chesva.opendata.arcgis.com	City of Chesapeake,VA Open Data Site	City of Chesapeake	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
