id	link	name	owner_name	owner_link	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	catalog_export	api_status
datatulsipurmungovnp	https://data.tulsipurmun.gov.np	Integrated Data Management System of Tulsipur Sub-Metropolitan City	Tulsipur Sub-Metropolitan City	https://www.tulsipurmun.gov.np	Open data portal	Local government	Custom software	EN	dataset	open	Nepal	has_api	active	TRUE		active
opendatanepalcom	https://opendatanepal.com	Open Data Nepal	Open Knowledge Nepal	https://opendatanepal.com	Open data portal	Civil society	CKAN	EN	dataset	open	Nepal	has_api	active	TRUE		active
datacoastalchangenz	https://data.coastalchange.nz	NZ Coastlines data service	Resilience to Nature’s Challenges	https://resiliencechallenge.nz	Geoportal	Academy	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datafinderstatgovtnz	https://datafinder.stats.govt.nz	Stats NZ Geographic data service	Stats NZ		Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datageognosticscom	https://data.geognostics.com	Geognostics Data Services	Geognostics Australia Pty Ltd		Geoportal	Business	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial	active			uncertain
datalinzgovtnz	https://data.linz.govt.nz	Linz Data Service Land Information New Zealand			Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datamarlboroughopendataarcgiscom	https://data.marlborough.opendata.arcgis.com	MDC Open Data	MDC		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	TRUE		active
datamfegovtnz	https://data.mfe.govt.nz	Mfe Data Service	Ministry for the Environment. New Zealand government		Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datanrcgisopendataarcgiscom	https://data.nrcgis.opendata.arcgis.com	Northland Regional Council Open Data	Northland Regional Council		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	TRUE		active
datapnccopendataarcgiscom	https://data.pncc.opendata.arcgis.com	Palmerston North City Council Open Data	Palmerston North City Council		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	TRUE		active
datawaikatodistrictgovtnz	https://data.waikatodistrict.govt.nz	WDC Data Service	Waikato District Council		Geoportal	Local government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datawccopendataarcgiscom	https://data-wcc.opendata.arcgis.com	Wellington City Council Open Data Portal	Wellington City Council		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	TRUE		active
giskurganoblru	https://gis.kurganobl.ru/	Геоинформационный портал Курганской области			Geoportal	Regional government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			uncertain
geodatanzdfmilnz	https://geodata.nzdf.mil.nz	GEOINT New Zealand Data Service	New Zealand Defense Forces		Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
giscccgovtnz	https://gis.ccc.govt.nz/arcgis/rest/services	ArcGIS server of the Christchurch City Council	Christchurch City Council	https://ccc.govt.nz	Geoportal	Local government	ArcGIS Server	EN	dataset,map_layer	open	New Zealand	geospatial,government	active	TRUE		uncertain
kapiticoastkoordinatescom	https://kapiticoast.koordinates.com	Kapiti Coast District Council GIS Open Data	Kapiti Coast District Council		Geoportal	Local government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
koordinatescloud	https://koordinates.com/data/	Koordinates Cloud	Koordinates Limited		Geoportal	Business	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial	active			uncertain
lrisscinfoorgnz	https://lris.scinfo.org.nz/	The Land Resource Information Systems Portal (LRIS), New Zealand	Landcare Research		Geoportal	Academy	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
datanationalmapconz	https://data.nationalmap.co.nz	NationalMap Data Service	NationalMap		Geoportal	Business	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
opendatacanterburymapsgovtnz	https://opendata.canterburymaps.govt.nz	Canterbury Maps	Canterbury City Council	https://canterburymaps.govt.nz	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	TRUE		active
scionkoordinatescom	https://scion.koordinates.com	Scion Research Data Service	Scion Research		Geoportal	Academy	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active			uncertain
gisrodonlandru	https://gisro.donland.ru/index/	Геоинформационная система Ростовской области			Geoportal	Regional government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			uncertain
gorodvlcru	https://gorod.vlc.ru	Геоинформационный портал города Владивостока			Geoportal	Local government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			uncertain
cataloguedatagovtnz	https://catalogue.data.govt.nz	Data.gov.nz - New Zealand open data portal	Government of New Zealand	https://www.govt.nz	Open data portal	Central government	CKAN	EN	dataset	open	New Zealand	government,has_api	active	TRUE		active
datastorelandcareresearchconz	https://datastore.landcareresearch.co.nz	Manaaki Whenua - Landcare Research DataStore	Landcare Research	https://www.landcareresearch.co.nz	Open data portal	Academy	CKAN	EN	dataset	open	New Zealand	has_api	active	TRUE		active
databioheritagenz	https://data.bioheritage.nz	New Zealand's Biological Heritage Data Repository	New Zealand's Biological Heritage National Science Challenge	https://bioheritage.nz	Open data portal	Academy	CKAN	EN	dataset	open	New Zealand	government,has_api	active	TRUE		active
nexuspacificdataorg	https://nexus.pacificdata.org	Nexus. Pacific Community Resilience Platform	Pacific Community (SPC)	https://spc.int	Geoportal	International	GeoNode	EN	dataset,map_layer	open	Oceania	geospatial,government	active			uncertain
mapsamadmru	https://map.samadm.ru	Муниципальный геопортал города Самара			Geoportal	Local government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			active
microdatapacificdataorg	https://microdata.pacificdata.org	Pacific Data Hub Microdata Library			Microdata catalog	International	NADA	EN	microdata	open,limited	Oceania	has_api,microdata	active	TRUE		active
americansamoadataspreporg	https://americansamoa-data.sprep.org	American Samoa Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	American Samoa	government	active			uncertain
cookislandsdataspreporg	https://cookislands-data.sprep.org	Cook Islands Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Cook Islands	government	active			uncertain
fsmdataspreporg	https://fsm-data.sprep.org	Federated States of Micronesia Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Micronesia	government	active			uncertain
kiribatidataspreporg	https://kiribati-data.sprep.org	Kiribati Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Kiribati	government	active			uncertain
naurudataspreporg	https://nauru-data.sprep.org	Nauru Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Nauru	government	active			uncertain
newcaledoniadataspreporg	https://newcaledonia-data.sprep.org	New Caledonia Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	New Caledonia	government	active			uncertain
niuedataspreporg	https://niue-data.sprep.org	Niue Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Niue	government	active			uncertain
pacificdataorg	https://pacificdata.org	Pacific Data Hub	Pacific Community (SPC)	https://spc.int	Open data portal	International	CKAN	EN	dataset	open	Oceania	has_api	active	TRUE		active
pacificdataspreporg	https://pacific-data.sprep.org	Pacific Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Oceania	government	active			uncertain
palaudataspreporg	https://palau-data.sprep.org	Palau Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Palau	government	active			uncertain
pngdataspreporg	https://png-data.sprep.org	Papua New Guinea Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Papua New Guinea	government	active			uncertain
prdrse4allspcint	http://prdrse4all.spc.int	Pacific Regional Data Repository	Pacific Community (SPC)	http://www.spc.int	Open data portal	International	DKAN	EN	dataset	open	Oceania	government	active			uncertain
rmidataspreporg	https://rmi-data.sprep.org	Republic of Marshall Islands Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Republic of Marshall Islands	government	active			uncertain
samoadataspreporg	https://samoa-data.sprep.org	Samoa Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Samoa	government	active			uncertain
solomonislandsdataspreporg	https://solomonislands-data.sprep.org	Solomon Islands Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Solomon Islands	government	active			uncertain
tongadataspreporg	https://tonga-data.sprep.org	Tonga Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Tonga	government	active			uncertain
tuvaludataspreporg	https://tuvalu-data.sprep.org	Tuvalu Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Tuvalu	government	active			uncertain
vanuatudataspreporg	https://vanuatu-data.sprep.org	Vanuatu Environment Data Portal	Pacific Regional Environment Programme	https://sprep.org	Open data portal	Central government	DKAN	EN	dataset	open	Vanuatu	government	active			uncertain
nsdig2gappsncsigovom	http://nsdig2gapps.ncsi.gov.om:8080/geoportal	National statistics and information Oman Geoportal	National centre for statistics and information	https://ncsi.gov.om	Geoportal	Central government	Esri Geoportal Server	EN	dataset,map_layer	open	Oman	geospatial,government,has_api	active	TRUE		uncertain
datagovom	https://data.gov.om	National Centre For Statistics & Information Data Portal (Oman)			Indicators catalog	Central government	Custom software	EN	indicator	open	Oman	statistics,government	active			uncertain
mapvbglenoblru	https://map.vbglenobl.ru/	Геопортал города Выборг			Geoportal	Local government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			uncertain
opengeopskovru	https://opengeo.pskov.ru	Геоинформационный портал Псковской области			Geoportal	Regional government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			active
stridatasiopendataarcgiscom	https://stridata-si.opendata.arcgis.com	STRI GIS Data Portal	Smithsonian Tropical Research Institute Physical Monitoring - GIS Laboratory	http://www.si.edu	Geoportal	Academy	ArcGIS Hub	ES	dataset,map_layer	open	Panama	geospatial,has_api	active	TRUE		active
datosabiertosgobpa	https://datosabiertos.gob.pa	Datos Abiertos de Panama	Republica de Panama	https://www.gob.pa	Open data portal	Central government	CKAN	ES	dataset	open	Panama	has_api	active	TRUE		uncertain
ideigpgobpe	https://ide.igp.gob.pe/geonetwork	Instituto Geofísico del Perú data catalogue	Instituto Geofísico del Perú	https://ide.igp.gob.pe	Geoportal	Academy	Geonetwork	ES	dataset,map_layer	open	Peru	geospatial,government,has_api	active	TRUE		uncertain
datosabiertosgobpe	https://www.datosabiertos.gob.pe	Plataforma Nacional de Datos Abiertos	Secretaría de Gobierno Digital Presidencia del Consejo de Ministros	https://gob.pe	Open data portal	Central government	DKAN	ES	dataset	open	Peru	government,has_api	active	TRUE		uncertain
datacipotatoorg	https://data.cipotato.org	International Potato Center			Scientific data repository	Academy	Dataverse	ES	dataset	open	Peru	scientific,has_api	active	TRUE		active
datospucpedupe	https://datos.pucp.edu.pe	Pontificia Universidad Católica del Perú			Scientific data repository	Academy	Dataverse	ES	dataset	open	Peru	scientific,has_api	active	TRUE		active
geoportalgovph	https://geoportal.gov.ph	Geoportal Phillipines	National Mapping and Resource Information Authority Building	https://www.namria.gov.ph	Geoportal	Central government	Custom software	EN	dataset,map_layer	open	Phillipines	geospatial,government,has_api	active	TRUE		uncertain
geoservergeoportalgovph	https://geoserver.geoportal.gov.ph	Geoportal Phillipines Geoserver	National Mapping and Resource Information Authority Building	https://www.namria.gov.ph	Geoportal	Central government	GeoServer	EN	dataset,map_layer	open	Phillipines	geospatial,government,has_api	active	TRUE		uncertain
rginrdc1govph	https://rgin.rdc1.gov.ph	Regional Geographic Information Network Geoportal	Government of Phillipines	https://www.gov.ph	Geoportal	Central government	GeoNode	EN	dataset,map_layer	closed	Phillipines	geospatial,government	active			uncertain
openstatpsagovph	https://openstat.psa.gov.ph/database	OpenStat PSA Statistical Databases	Philippine Statistics Authority	https://www.psa.gov.ph	Indicators catalog	Central government	PxWeb	EN	indicator	open	Phillipines	statistics,government	active			uncertain
psadapsagovph	https://psada.psa.gov.ph	PSADA Microdata Catalog	Philippine Statistics Authority (PSA)	http://www.psa.gov.ph	Microdata catalog	Central government	NADA	EN	microdata	open,limited	Phillipines	government,has_api,microdata	active	TRUE		uncertain
datagovph	https://data.gov.ph	Open Data Philippines	Government of Phillipines	https://www.gov.ph	Open data portal	Central government	Custom software	PH	dataset	open	Phillipines	government	active			uncertain
sakhagisru	https://sakhagis.ru/	Геопортал Республики Саха-Якутия			Geoportal	Regional government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			active
opendatacompk	https://opendata.com.pk	Open Data Pakistan			Open data portal	Academy	CKAN	EN	dataset	open	Pakistan	has_api	active	TRUE		active
wwwgisipru	https://www.gisip.ru/	Геоинформационная система "Индустриальные парки, технопарки, кластеры"			Geoportal	Central government	Custom software	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active			uncertain
geonetworkecudouszedupl	https://geonetwork.ecudo.usz.edu.pl/geonetwork	Instytut Nauk o Morzu i Środowisku, Uniwersytet Szczeciński data catalogue	Instytut Nauk o Morzu i Środowisku, Uniwersytet Szczeciński	https://ecudo.usz.edu.pl	Geoportal	Academy	Geonetwork	PL	dataset,map_layer	open	Poland	geospatial,government,has_api	active	TRUE		uncertain
monitoringyanaoru	https://monitoring.yanao.ru/	Мониторинг Ямал			Indicators catalog	Regional government	Custom software	RU	indicator	open	Russian Federation	statistics,government	active			active
wodyisokgovpl	https://wody.isok.gov.pl/geonetwork	Usługa Wyszukiwania INSPIRE - PGWWP	Informatyczny System Osłony Kraju	https://isok.gov.pl	Geoportal	Central government	Geonetwork	PL	dataset,map_layer	open	Poland	geospatial,government,has_api	active	TRUE		uncertain
mosmeddatasets	https://mosmed.ai/datasets	Mosmed datasets	State Budget-Funded Health Care Institution of the City of Moscow «Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of Moscow Health Care Department» 	https://mosmed.ai	Machine learning catalog	Local government	Custom software	RU	dataset	open	Russian Federation	government	active			uncertain
epibazapzhgovpl	https://epibaza.pzh.gov.pl	Narodowy Instytut Zdrowia Publicznego Open Data	Narodowy Instytut Zdrowia Publicznego	https://www.pzh.gov.pl	Open data portal	Central government	DKAN	PL	dataset	open	Poland	government	active			uncertain
dataverseopenforestdatapl	https://dataverse.openforestdata.pl	Open Forest Data			Scientific data repository	Academy	Dataverse	PL	dataset	open	Poland	scientific,has_api	active	TRUE		active
mxrdricmedupl	https://mxrdr.icm.edu.pl	MX-RDR Macromolecular Xtallography			Scientific data repository	Academy	Dataverse	PL	dataset	open	Poland	scientific,has_api	active	TRUE		active
rdsicmedupl	https://rds.icm.edu.pl	RDS Social data repository			Scientific data repository	Academy	Dataverse	PL	dataset	open	Poland	scientific,has_api	active	TRUE		active
repodicmedupl	https://repod.icm.edu.pl	RepOD Repository of open data			Scientific data repository	Academy	Dataverse	PL	dataset	open	Poland	scientific,has_api	active	TRUE		active
classifgovspbru	https://classif.gov.spb.ru	Система классификаторов Санкт-Петербурга			Open data portal	Regional government	Custom software	RU	dataset	open	Russian Federation	government	active			active
catalogoirigmadeiragovpt	https://catalogo-irig.madeira.gov.pt/geonetwork	Catálogo iRIG-Madeira	Regiao Autonoma de Madeira	https://www.madeira.gov.pt	Geoportal	Regional government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
dadosabertosturismodeportugalpt	https://dadosabertos.turismodeportugal.pt	travelBI Open Data	Turismo de Portugal IP	http://www.turismodeportugal.pt	Geoportal	Central government	ArcGIS Hub	PT	dataset,map_layer	open	Portugal	geospatial,government,has_api	active	TRUE		active
geodadoscmlhubarcgiscom	https://geodados-cml.hub.arcgis.com	O Geodados é a plataforma da Câmara Municipal de Lisboa	Municipal de Lisboa	http://www.cm-lisboa.pt	Geoportal	Local government	ArcGIS Hub	PT	dataset,map_layer	open	Portugal	geospatial,government,has_api	active	TRUE		active
geonccdrcpt	https://geon.ccdrc.pt/geonetwork	CCDRC-IDECENTRO	Comissão de Coordenação e Desenvolvimento Regional do Centro	https://www.ccdrc.pt	Geoportal	Central government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
geonetworksigcmaguedapt	https://geonetwork.sig.cm-agueda.pt/geonetwork	CMA Geonetwork	Municipality of Águeda	https://www.cm-agueda.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
idecimttmpt	https://ide.cim-ttm.pt/geonetwork	Catalogo Metadados CIM-TTM - Comunidade Intermunicipal das Terras de Trás-os-Montes	Comunidade Intermunicipal das Terras de Trás-os-Montes	https://www.cim-ttm.pt	Geoportal	Academy	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
landsaf2ipmapt	https://landsaf2.ipma.pt/geonetwork	LSA SAF 2 Catalogue	Instituto Português do Mar e da Atmosfera (Portugal)	https://www.ipma.pt	Geoportal	Central government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
landsafipmapt	https://landsaf.ipma.pt/geonetwork	LSA SAF 1 Catalogue	Instituto Português do Mar e da Atmosfera (Portugal)	https://www.ipma.pt	Geoportal	Central government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
metadatahidrograficopt	https://metadata.hidrografico.pt/geonetwork	Instituto Geografico metadata catalog	Instituto Geografico (Portugal)	https://www.hidrografico.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
oeiras30maismunicipiapt	https://oeiras30mais.municipia.pt/geonetwork	Catalogo Metadados Oeiras30Mais	Municipia	https://www.municipia.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
opendatagaiurbpt	https://opendata.gaiurb.pt/geonetwork	Vila Nova de Gaia City Council geonetwork	Gaiurb (Vila Nova de Gaia City Council)	https://www.gaiurb.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
radaronraiainesctecpt	https://radaronraia.inesctec.pt/geonetwork	Radar on Raia			Geoportal	Academy	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		uncertain
sigcmvaledecambrapt	https://sig.cm-valedecambra.pt/geonetwork	Metadados de Vale de Cambra - Câmara Municipal de Vale de Cambra	Municipal de Vale de Cambra	https://cm-valedecambra.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,government,has_api	active	TRUE		uncertain
sigwebcmviladoportopt	https://sigweb.cm-viladoporto.pt/geonetwork	Catálogo do GeoSantaMaria	Municipal de Vila do Porto	https://www.cm-viladoporto.pt	Geoportal	Local government	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
webgisdgrmmmgovpt	https://webgis.dgrm.mm.gov.pt/arcgis/rest/services	ArcGIS server of the Direção-Geral de Recursos Naturais, Segurança e Serviços Marítimos	Direção-Geral de Recursos Naturais, Segurança e Serviços Marítimos	https://www.dgrm.mm.gov.pt	Geoportal	Central government	ArcGIS Server	PT	dataset,map_layer	open	Portugal	geospatial	active	TRUE		active
wwwidengeoportalucpt	http://www.iden-geoportal.uc.pt:8080/geonetwork	Universidade de Coimbra geonetwork	Universidade de Coimbra	https://www.uc.pt	Geoportal	Academy	Geonetwork	PT	dataset,map_layer	open	Portugal	geospatial,has_api	active	TRUE		active
cataloguesimoceanpt	http://catalogue.simocean.pt	SIMOcean Catalogue	Portuguese Sea and Atmosphere	http://www.ipma.pt	Open data portal	Academy	CKAN	EN	dataset	open	Portugal	has_api	active	TRUE		active
ckansigcmaguedapt	https://ckan.sig.cm-agueda.pt	Águeda Open Data Platform	Águeda City Council	https://www.cm-agueda.pt	Open data portal	Local government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
cloud150ncgingridpt	http://cloud150.ncg.ingrid.pt	MELOA (Multi-purpose/Multi-sensor Extra Light Oceanography Apparatus)	Instrumentation and Experimental Particle Physics Laboratory	https://ingrid.pt	Open data portal	Academy	CKAN	EN	dataset	open	Portugal	has_api	active	TRUE		active
dadosabertoscascaispt	https://dadosabertos.cascais.pt	Cascais open data portal	Cascais City Council	https://www.cascais.pt	Open data portal	Local government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
dadosdesertificacaopt	https://dadosdesertificacao.pt	Open Data Portal of the National Desertification Observatory	National Desertification Observatory (OND)	https://desertificacao.pt	Open data portal	Academy	CKAN	EN	dataset	open	Portugal	has_api	active	TRUE		active
dadosgovpt	https://dados.gov.pt	dados.gov The central catalog of open data in Portugal	Agência para a Modernização Administrativa	https://www.gob.pt	Open data portal	Central government	uData	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
dadosjusticagovpt	https://dados.justica.gov.pt	Dados na Justiça	Ministério da Justiça	https://www.justica.gov.pt	Open data portal	Central government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
omatcmloulept	https://omat.cm-loule.pt	Observatório Municipal de Ambiente e Território de Loulé	Municipal de Ambiente e Território de Loulé	https://www.cm-loule.pt	Open data portal	Local government	DKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
opendataazoresgovpt	https://opendata.azores.gov.pt	Dados Abertos - Governo dos Açores	Governo dos Açores	https://www.cm-agueda.pt	Open data portal	Regional government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
opendataportodigital	https://opendata.porto.digital	The Open Data Portal of the city of Porto	Porto City Council	https://www.porto.digital	Open data portal	Local government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
rdminesctecpt	https://rdm.inesctec.pt	INESC TEC research data repository	INESC TEC	https://insectec.pt	Open data portal	Academy	CKAN	EN	dataset	open	Portugal	has_api	active	TRUE		active
ruraldadospt	http://ruraldados.pt	Rural Data (Portugal)	National Desertification Observatory (OND)	https://desertificacao.pt	Open data portal	Academy	CKAN	EN	dataset	open	Portugal	has_api	active	TRUE		active
viseudaolafoesopendata	http://128.199.41.97:5000	Portal de Dados Abertos Viseu Dão Lafões	Viseu Dão Lafões	https://www.cimvdl.pt	Open data portal	Regional government	CKAN	PT	dataset	open	Portugal	government,has_api	active	TRUE		active
dadosipbpt	https://dados.ipb.pt	DADOS IPB	Instituto Politecnico de Bragança	https://www.ipb.pt	Scientific data repository	Academy	Dataverse	PT	dataset	open	Portugal	scientific,has_api	active	TRUE		active
datarepositoriumsdumuminhopt	https://datarepositorium.sdum.uminho.pt	DataRepositoriUM			Scientific data repository	Academy	Dataverse	PT	dataset	open	Portugal	scientific,has_api	active	TRUE		active
dmportalbiodatapt	https://dmportal.biodata.pt	Biodata.pt	Biodata.pt	https://www.biodata.pt	Scientific data repository	Academy	Dataverse	EN	dataset	open,limited	Portugal	scientific,has_api	active	TRUE		deprecated
dunasuapt	https://dunas.ua.pt	DUnAs			Scientific data repository	Academy	Dataverse	PT	dataset	open	Portugal	scientific,has_api	active	TRUE		active
repositoriopolenfccnpt	https://repositorio.polen.fccn.pt	Repositório Polen			Scientific data repository	Academy	Dataverse	PT	dataset	open	Portugal	scientific,has_api	active	TRUE		active
dataadmsakhalinru	https://data.admsakhalin.ru/opendata/	Сайт открытых данных Правительства Сахалинской области			Open data portal	Regional government	Custom software	RU	dataset	open	Russian Federation	government	active			active
dataekburgru	http://data.ekburg.ru/	Портал открытых данных Екатеринбурга			Open data portal	Local government	Custom software	RU	dataset	open	Russian Federation	government	active			uncertain
datagovqa	https://data.gov.qa	Qatar Open Data	Government of Qatar	https://www.gov.qa	Open data portal	Central government	OpenDataSoft	EN,AR	dataset	open	Qatar	government,has_api	active	TRUE		uncertain
peigeore	http://peigeo.re:8080/geonetwork	PEIGEO	Region Reunion	https://www.regionreunion.com	Geoportal	Regional government	Geonetwork	FR	dataset,map_layer	open	France	geospatial,government,has_api	active	TRUE		uncertain
geocatalogrosaro	http://geocatalog.rosa.ro/geonetwork	Romanian space agency geocatalog	Romanian space agency	https://www.rosa.ro	Geoportal	Central government	Geonetwork	RO	dataset,map_layer	open	Romania	geospatial,government,has_api	active	TRUE		uncertain
inspireigrro	https://inspire.igr.ro/geonetwork	Geocatalog IGR	Institutul Geologic al României	https://www.igr.ro	Geoportal	Central government	Geonetwork	RO	dataset,map_layer	open	Romania	geospatial,government,has_api	active	TRUE		uncertain
inspiremeteoromaniaro	https://inspire.meteoromania.ro/geonetwork	ANM INSPIRE Catalogue	Administraţia Naţională de Meteorologie	https://www.meteoromania.ro	Geoportal	Central government	Geonetwork	RO	dataset,map_layer	open	Romania	geospatial,government,has_api	active	TRUE		uncertain
uvt-stac-catalog	https://stac.sage.uvt.ro	UVT STAC Catalog			Geoportal	Academy	Stac-server	EN	dataset,map_layer	public	Romania	geospatial,has_api	active	TRUE		active
datagovro	https://data.gov.ro	 Data.gov.ro Romanian open data portal	Government of Romania	https://www.gov.ro	Open data portal	Central government	CKAN	RO	dataset	open	Romania	government,has_api	active	TRUE		active
dipltereuropenet	https://dip.lter-europe.net/geonetwork	EcoSense Data catalogue	Biosense Institute	https://biosense.rs	Geoportal	Academy	Geonetwork	SR	dataset,map_layer	open	Serbia	geospatial,government,has_api	active	TRUE		uncertain
osglgrfbgacrs	http://osgl.grf.bg.ac.rs/geonetwork	OSGL Belgrade catalogue	University of Belgrade	https://www.bg.ac.rs	Geoportal	Academy	Geonetwork	SR	dataset,map_layer	open	Serbia	geospatial,government,has_api	active	TRUE		uncertain
datagovrs	https://data.gov.rs	Портал отворених података Републике Србије	Government of Serbia	https://www.gov.rs	Open data portal	Central government	uData	SR	dataset	open	Serbia	government,has_api	active	TRUE		active
datagov35ru	https://data.gov35.ru/	Портал открытых данных Вологодской области			Open data portal	Regional government	Custom software	RU	dataset	open	Russian Federation	government	active			uncertain
agoracleasutkru	https://agoracle.asutk.ru/arcgis/rest/services	ArcGIS геосервер Информационно-аналитической системыа регулирования на транспорте			Geoportal	Central government	ArcGIS Server	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active	TRUE		active
agoracleasutkru	http://apieatlas.mos.ru/arcgis/rest/services	ArcGIS геосервер Правительства Москвы	Government of Moscow	https://www.mos.ru	Geoportal	Regional government	ArcGIS Server	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active	TRUE		uncertain
datagovspbru	http://data.gov.spb.ru/	Портал открытых данных Санкт-Петербурга			Open data portal	Regional government	Custom software	RU	dataset	open	Russian Federation	government	active			active
datakznru	http://data.kzn.ru	Портал открытых данных города Казани			Open data portal	Local government	Custom software	RU	dataset	open	Russian Federation	government	active			uncertain
ers-open-data	https://s3ext.gptl.ru/stac-web-free/catalog.json	ERS open data	Russian Federal Space Agency		Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	Russian Federation	geospatial,government,has_api	active	TRUE		uncertain
