id	link	name	owner_name	owner_link	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	catalog_export	api_status
wwwarcticstatorg	https://www.arcticstat.org	ArcticStat			Indicators catalog	Academy	Custom software	EN	indicator	open	Canada	statistics	active			uncertain
canwindatahubadumanitobaca	https://canwin-datahub.ad.umanitoba.ca	Canadian Watershed Information Network	University of Manitoba, Centre for Earth Observation Science	https://umanitoba.ca	Open data portal	Academy	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
cataloguecioosca	https://catalogue.cioos.ca	CIOOS/SIOOC Data catalogue	The Canadian Integrated Ocean Observing System (CIOOS)	https://cioos.ca	Open data portal	Academy	CKAN	EN	dataset	open	Canada	has_api	active	TRUE		active
cataloguedatagovbcca	https://catalogue.data.gov.bc.ca	Data Catalogue	Government of British Columbia	https://www.bc.ca	Open data portal	Regional government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
catalogueogslca	https://catalogue.ogsl.ca	OGSL/SLGO Data catalogue	Association régionale du Saint-Laurent	https://ogsl.ca	Open data portal	Academy	CKAN	FR	dataset	open	Canada	has_api	active	TRUE		active
datacalgaryca	https://data.calgary.ca	City of Calgary Open Data Portal	City of Calgary	https://calgary.ca	Open data portal	Local government	Socrata	EN	dataset	open	Canada	government	active			deprecated
datacbwaterhubca	https://data.cbwaterhub.ca	Columbia Basin Water Hub	Columbia Basin Water Hub		Open data portal	Regional government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opendatacountygpabca	https://opendata.countygp.ab.ca	Open Data County Of Grande Prairie	County Of Grande Prairie		Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE	https://county-of-grande-prairie-open-data-cogp.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
dataedmontonca	https://data.edmonton.ca	City of Edmonton Open Data Portal	City Of Edmonton	https://edmonton.ca	Open data portal	Local government	Socrata	EN	dataset	open	Canada	government	active	TRUE		uncertain
datamississaugaca	https://data.mississauga.ca	City of Mississauga  Open Data Catalogue	City of Mississauga	https://mississauga.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE	https://draft-mississauga.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
donneesmontrealca	https://donnees.montreal.ca	Montreal Données ouvertes	City of Montreal	https://montreal.ca	Open data portal	Local government	CKAN	FR	dataset	open	Canada	government,has_api	active	TRUE		active
datananaimoca	https://data.nanaimo.ca	Nanaimo Data Catalogue	City Of Nanaimo	https://nanaimo.ca	Open data portal	Local government	Custom software	EN	dataset	open	Canada	government	active			uncertain
gisnaoru	https://gisnao.ru/	Единая геоинформационная система Ненецкого автономного округа			Geoportal	Regional government	ArcGIS Server	RU	dataset,map_layer	open	Russian Federation	geospatial,government	active	TRUE		uncertain
dataopenguelphca	https://data.open.guelph.ca	Guelph Open Data Portal	City of Guelph	https://guelph.ca	Open data portal	Local government	CKAN	EN	dataset	open	Canada	has_api	active	TRUE		active
datapeelregionca	https://data.peelregion.ca	Region of Peel Data Portal	Region of Peel	https://www.peelregion.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government,has_api	active	TRUE		active
datareddeerca	https://data.reddeer.ca	Red Deer Open Data	City Of Red Deer	https://reddeer.ca	Open data portal	Local government	Custom software	EN	dataset	open	Canada	government	active			uncertain
datastrathconaca	https://data.strathcona.ca	Strathcona County Open Data	Strathcona County	https://strathcona.ca	Open data portal	Local government	Socrata	EN	dataset	open	Canada	government	active			uncertain
datasurreyca	https://data.surrey.ca	Surrey Open Data	City of Surrey	https://surrey.ca	Open data portal	Local government	CKAN	EN	dataset	open	Canada	government	active	TRUE		active
datatolca	https://data.tol.ca	Township of Langley Open Data Portal.	Township of Langley	https://tol.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active			active
datatrcaca	https://data.trca.ca	Toronto and Region Conservation Authority (TRCA) open data	Toronto and Region Conservation Authority (TRCA)	https://www.trca.ca	Open data portal	Local government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
datawaterlooca	https://data.waterloo.ca	City Of Waterloo Open Data	City Of Waterloo	https://wateloo.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE		active
datawhitehorseca	https://data.whitehorse.ca	City of Whitehorse Open Data	City of Whitehorse	https://whitehorse.ca	Open data portal	Local government	Custom software	EN	dataset	open	Canada	government	active			uncertain
datawhiterockcityca	https://data.whiterockcity.ca	White Rock Open Data Portal	City of White Rock	https://whiterockcity.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	Canada	has_api	active	TRUE	https://data-whiterock.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
datawinnipegca	https://data.winnipeg.ca	Winnipeg Open Data	City of Winnipeg	https://winnipeg.ca	Open data portal	Local government	Socrata	EN	dataset	open	Canada	government	active			uncertain
donneesmontrealca	https://donnees.montreal.ca	Monreal open data	City of Monreal	https://www.montreal.ca	Open data portal	Local government	CKAN	FR	dataset	open	Canada	government,has_api	active	TRUE		active
donneesquebecca	https://donneesquebec.ca	Données Québec	Government of Quebec	https://quebec.ca	Open data portal	Regional government	CKAN	FR	dataset	open	Canada	has_api	active	TRUE		active
mapsbanffca	https://maps.banff.ca/opendata/	Banff Open Data	City of Banff	https://banff.ca	Open data portal	Local government	Custom software	EN	dataset	open	Canada	government	active			uncertain
navburlburlingtonopendataarcgiscom	https://navburl-burlington.opendata.arcgis.com	City of Burlington Open Data	City Of Burlington	https://burlington.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE	https://navburl-burlington.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
niagaraopendataca	https://niagaraopendata.ca	Niagara open data	City of Niagara Falls	https://niagarafalls.ca	Open data portal	Local government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
openalbertaca	https://open.alberta.ca	Government of Alberta open datasets	Government of Alberta	https://alberta.ca	Open data portal	Regional government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opencanadaca	https://open.canada.ca	Open Government Portal	Government of Canada	https://canada.ca	Open data portal	Central government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opendatadurhamca	https://opendata.durham.ca	Open Data Region of Durham	The Regional Municipality of Durham	https://durham.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE	https://opendata-durhamregion.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
opendatagreatersudburyca	https://opendata.greatersudbury.ca	City of Greater Sudbury Open Data	City of Greater Sudbury	https://greatersudbury.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opendatagreyca	https://opendata.grey.ca	Grey County Open Data	Grey County	https://grey.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opendatahaldimandhubarcgiscom	https://opendata-haldimand.hub.arcgis.com	The Corporation of Haldimand County Open Data	Haldimand County	https://www.haldimandcounty.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government,has_api	active	TRUE		active
opendatakingstoncityofkingstonca	https://opendatakingston.cityofkingston.ca	Open Data Kingston	City of Kingston	https://cityofkingston.ca	Open data portal	Local government	OpenDataSoft	EN	dataset	open	Canada	government	active	TRUE		uncertain
opendatalethbridgeca	https://opendata.lethbridge.ca	Lethbridge Open Data	City of Lethbridge	https://lethbridge.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE		active
opendatanorfolkcountyca	https://opendata.norfolkcounty.ca	Norfolk County Open Data Portal	Norfolk County		Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE		active
datapeelregionca	https://data.peelregion.ca	Data Portal Region of Peel	Region of Peel	https://peelregion.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE		active
opendatavancouverca	https://opendata.vancouver.ca	City of Vancouver public data	City of Vancouver	https://vancouver.ca	Open data portal	Local government	OpenDataSoft	EN	dataset	open	Canada	government	active	TRUE		uncertain
opendatavictoriaca	https://opendata.victoria.ca	Open Data Portal City of Victoria	City of Victoria	https://victoria.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE		active
opendatayellowknifeca	https://opendata.yellowknife.ca	Yellowknife Open Data	City of Yellowknife	https://yellowknife.ca	Open data portal	Local government	Custom software	EN	dataset	open	Canada	government	active			uncertain
openottawaca	https://open.ottawa.ca	Open Ottawa	City of Ottawa	https://ottawa.ca	Open data portal	Local government	ArcGIS Hub	EN	dataset	open	Canada	government	active	TRUE	https://od-dev2-ottawa.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
openreginaca	https://open.regina.ca	Open Data Regina	City of Regina	https://www.regina.ca	Open data portal	Local government	CKAN	EN	dataset	open	Canada	government,has_api	active	TRUE		active
openyukonca	https://open.yukon.ca	Open Data Government of Yukon	Government of Yukon	https://yukon.ca	Open data portal	Regional government	DKAN	EN	dataset	open	Canada	government	active			active
