nom de plateforme,ok,Région,grappe,type,collab,url,Lien,image,nb_datasets,techno,dev,Couverture,Porteur,porteur_type,porteur_statut,porteur_siren,theme
Atmo Grand Est,checked,Grand Est,ATMO,Géoportail,Dédié,https://data-atmograndest.opendata.arcgis.com,https://data-atmograndest.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/an2xQHcP6dQnyvqAHi3ykA/EH744EuySIkR1Psq6qFI48XA5fnZgrBxa5DfL9B_QVWUR9ax7liBKSK_-qhc58kHBiw7uh65hsza-J89OdsxwOoD1qIFGJXbAwL69Y_S4ZMlaEo5iYT1xvP30UadzXEcbbHUq-o-FCKWNGEMg45aHw/wT5sZ6peMXk-wZU1bIG2S19jaOaZdc7e4Nn5kP-IQIc),109,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/822734307,Autre acteur territorial,OACT,822734307,Environnement
DataGrandEst,checked,Grand Est,IDG,Géoportail,Mutualisé,https://www.datagrandest.fr,https://www.datagrandest.fr,datagrandest.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/hHSUhim5jl5s_H6cknMnjA/qqolfnWwKjETX8PrnJzyfrFBrooB_bCvWZnba-eWa1onbeXTOqWOeQytb_cE8FMb1bp1aidTxfKXvlP2j2xuH7OyCE5LYXIuKwsVM1QxV4mKZCK1R7OvKoBog4dRp213lqc_ekn6HzGtfXDuu7Napw/Qr2rSLdjVu5CdQZTmqZoEcQraFGb6ytFy0KgwfzAtjM),2355,CKAN,bpm conseil,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200052264,Collectivité locale,REG,200052264,Généraliste
Moselle Infogéo,checked,Grand Est,IDG,Géoportail,Dédié,http://www.moselleinfogeo.fr/infogeo/index.php/isogeo,http://www.moselleinfogeo.fr/infogeo/index.php/isogeo,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/dLl_05S3LGJCamDcQjJ3Tg/wAq0-mSAtN97Np98o5kZox_lEvt2hBgTQe1JGaw_9v_3sAto8AuSFloYH_ZM-jtyQ79LVXkwONOi3-IUXkbqPy-3hOpzE4s212sjsAqfRtKXHDukBCAZ6noCLj7GyXRlM_DqPfCvP2CmqVIiV5kJoA/chNDW7RnpvZaMWylncC8VZ0gseoWO8_965UNZOYogbY),34,Isogéo,isogeo,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/225700012,Collectivité locale,DEP,225700012,Généraliste
Agglo Saint Quentinois,checked,Hauts-de-France,,Géoportail,Partagé,http://opendata.agglo-saintquentinois.fr,http://opendata.agglo-saintquentinois.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/SmuymJZFJY1P6MFbf6vjug/s8X9nYdszoOkJmc_n3LyRuh_OkP47qlf6whOWjZKvzo7FbiX-rK2QdkAuJwxOIVNR5TT_crkVFtrd4ydfYhezN01s_N5ZV6wQm5Z-4SBWBnYk44MzonqTn5dBhmdz_PdFTVR6gkyLf0V0QDOA8r-wg/xNLJXqowpGmjGoRFQ5ixD5RmfjHFFpv9fiGyk82QaMg),105,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200071892,Collectivité locale,CA,200071892,Généraliste
Ardenne Métropole,checked,Hauts-de-France,,Portail,Dédié,https://ardennemetropole.opendatasoft.com,https://ardennemetropole.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/ncbCXRSFcdpqcUSQYLrNkw/c_J3rHDvLHgr7rno1BYOlSj3qGKu46YQywUpZ0ZFd-L8sFJTXWvWRVyUY1Yldc-s7pKfJXK2ZBRvuvGip_nGtF_GimiE3shUmQw-GpZFvpV1tcTdI4JCThWmtLRa1jof0Rdd64ofsZhdk6rYfr35gw/1J9BRGNGC8Wyk5sXTAppLM3i_iEbyLngdnv1rMMT1Ow),40,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200041630,Collectivité locale,CA,200041630,Généraliste
Dunkerque Agglo,checked,Hauts-de-France,,Portail,Dédié,https://data.dunkerque-agglo.fr,https://data.dunkerque-agglo.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/D63zm4vPtGTa8puMy2TqiA/xBjjoDjNwJfwMklKRmDNM5iJXhEAkUz10OKTOr5pBs0QZy_BrXrqVkhXPPjuXhtHD2dp4IrHKYtmaeSk-0x_y5cnyJG2hLEP58wGpvgBnEz2WagBx63gLnY-8nUPBuIg5FKOimStaZbEbfpciLwzZA/2oRUx8g6SBOOiQJD6s9naTA8MGEK6Jhr3FCcDmDQAW0),141,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/245900428,Collectivité locale,CU,245900428,Généraliste
GéoCompiégnois,checked,Hauts-de-France,,Géoportail,Partenarial,https://geo.compiegnois.fr/geonetwork/,https://geo.compiegnois.fr/geonetwork/,geocompiegnois.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/WL2mB64EgckpS68-9NR6gg/v5J7jNW3UzTcMR2aLjNjOVcx7wKFEkAYYGPL2fLGJpIA4cCffgZGy0liMgyZZSQ9736wFEI00EQiPPH3_tebYsyqzrRUy3RqnQrDF4m_yiAtvOx-75Z2KU8d54JkKLRSweTXhUhfySI5k5obyfB9EQ/895xROmdP7tmU8sR0bq05Bc9CLlF1RTRhyP7p7rykuY),405,GeoNetwork,business geografic,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200067965,Collectivité locale,CA,200067965,Généraliste
Hauts de France,checked,Hauts-de-France,,Portail,Dédié,http://opendata.hautsdefrance.fr,http://opendata.hautsdefrance.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/9lS9zTvCObsNLkvyil_1Cw/ju1LfZAScpK_hcL5b9E1_nPmLc-ZvFYRsVxk6RrndtMtdNWnhm9AhaK9Y51Znc7_kIRCZwbFG8mqp9CWN1eHFb1IqNJQXNpGTBB-evF4iSAZzdvmcmgVnmU3E0MN1hjCUL9oZfoKL3ZvIDQMDlqiEg/34o255xf5sclgLhpRM767kUUnRFJFubzlmBxj8JYCsM),221,DKAN,geofit,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200053742,Collectivité locale,REG,200053742,Généraliste
Hauts-de-france Education,checked,Hauts-de-France,,Portail,Dédié,https://data.hauts-de-france.education.gouv.fr,https://data.hauts-de-france.education.gouv.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/vvqKO9cxXuB8eiOHcwQyfA/GZHBJaSaz_2GM1rj4z84ugpPeIR4Fzv22dwy_bLzv0q9cWw0CKG58AkFHQzeDlmlflQyw7T-EW6qH0YrFgWuI6tqfNwrKrD28am3EVMBTYexqlLQwWn-0OQMtj-la0qFCQcnSlEWRu-Wer4J2yGOrw/zVdFqmsEg0i8PURABuU3iuNkkB0GKdjx3KAqKws7JnI),9,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/175904309,Autre acteur territorial,SDE,175904309,Education
Lille Métropole,checked,Hauts-de-France,,Portail,Mutualisé,https://data.lillemetropole.fr,https://data.lillemetropole.fr,data.lillemetropole.fr.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/2wmQKPlaGVwsDK-zUmzhog/AhqD6buVhmcNYqkGxDu-IPwuFjFTCQHBcud_PF8rohW2h2Ic4MCihWdOQqNI1su4fx2u4ozkX4fz-4usjuNr7Y4fbwxJBgUR92N3x2vM6ctPZGWoFRTTLRcG3oC1OUyZmI1E1nkkFqZA1129T5QgsJKFIku6rrmEyYPJIVEoYaLuiGoXHzPX_YkQH0IdtJNj/VMaLvZZpMJtDFM5OykcwVO1fZoCLL_I-Mz2WQTb2sIo),500,Onegeo Suite,neogeo,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/245900410,Collectivité locale,MET,245900410,Généraliste
Oise,checked,Hauts-de-France,,Site web,Dédié,http://opendata.oise.fr,http://opendata.oise.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/4ZTMzFd_OmJoQYWDcrhN4g/HaitLILalCiIsAcXb363o37OOd6Qh1gnBhr8QwfP9Y_3nNE3c7yrISTdTmquPiZRk0Laz8pbPJ71hctIy1XjngxxejfN3Z6DdY00_KFHWUzLMssuo_Hp0WmoiDgQhvyFp5YxgKmukX-aLk1I3oG1Fg/Zt2pOGUw84mikPH2FuVw3O9fy3oEqlPFpgRicJggUQc),79,Typo3,in cite solution,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/226000016,Collectivité locale,DEP,226000016,Généraliste
Roubaix,checked,Hauts-de-France,,Portail,Dédié,https://opendata.roubaix.fr,https://opendata.roubaix.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Wjx-BJPEVRtS265-2K408g/A7RhAU3o2QgcpMuJag6fsLYh20HLyEojcwK9ckWZqfAowOXMJQiTJfkGFmgkuUXKXRbhhPp5xMYqhlR7N1iYT_1TW6Yxce_7SZQt5yr5llXDymWz-drvq2HDOFYmmnIWBcHE7bIsg2n8yqZXRY1DqA/ffU53YPco7FxbgYLEPea3eA7C6zcjmsuFF_b3GID-Qo),143,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/215905126,Collectivité locale,COM,215905126,Généraliste
Soissons,checked,Hauts-de-France,,Portail,Partagé,https://data.ville-soissons.fr,https://data.ville-soissons.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/mgo3CqY2Ame832G6lu61uQ/aKDnh6sOdgSc-qIG3A5vBWZclCRoBjQDXu23IFqTMBNYhr48MTDNzvVrIjESq_UsiJ0fnW8c8e7aQIBM8YtwKrEkCeLCYzlOzDj0imAfVUD0js0xkaY2wSp1XQtptV45IKrVXsxkztN3M8_7efzWYg/Yw26_JeJYdSvdMdo_7f0q_g1ocClNA-lqAd63YUpigs),116,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/210206959,Collectivité locale,COM,210206959,Généraliste
Tourcoing,checked,Hauts-de-France,,Portail,Dédié,https://opendata.tourcoing.fr,https://opendata.tourcoing.fr,od tourcoing.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/MIP-N__qeuOKlrcpo_1jtg/8eSo_9Tb5eME_ABkQSNKyOd7b95kz9KYBeXET611v89BX0jK5xZVzgE2XSTH0ijHrUyGiynLHTS1yZ1OhpyqiiioZgPxNeRWug1RiZMLLBHayhgofMePGk356uDdQlZ-NlCJrr1nM8cZYGERwyx5uw/3l9u2Xlh7aPlFjUI559znRVNavW9mjiRONke_RqaNOI),19,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/215905993,Collectivité locale,COM,215905993,Généraliste
Tourisme 62,checked,Hauts-de-France,,Portail,Dédié,https://tourisme62.opendatasoft.com,https://tourisme62.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/QzTTSCi2OW7zF-2NSCogFQ/iiHvzeFvriBIjG-SXDNrsuVMD3IPyX3g-jRll9PgL7u-D4R4hq_My4f7wpsYoOhzT52ydfsqatk92CPa53XjLu2EQdTOlC78kjxw56cUeJbJip4EyCgx2fIvvsleWMG8nqqKh2AqU5qy3gGl2DN9ow/0pyzEJNxjA1pZ4o1GB8VJdZYdN1cF8fsTesI2r07vrM),51,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/325920080,Autre acteur territorial,OACT,325920080,Tourisme
Valenciennes Métropole,checked,Hauts-de-France,,Portail,Dédié,https://valenciennesmetro.opendatasoft.com,https://valenciennesmetro.opendatasoft.com,valenciennes.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/FrSiun4ZcxBKtbWx1HFQ7g/5hUhUofNkRlQcu1IrfeLy5u-he2XWSJd94hl2eoaio3N0LqHWLnwVhbhnCTx9EXcFVLRW-XXZPwCx4DkxcavW8SE1c6Cx3cd8MSKvD5A4knl-dANQhCsreekJ3gHnF8Aq26FnJJlY3VgNpmVoSpc1g/kMVOqWDDmKr-3OerhEK_7XWa3bfhUhlTzSDThu3j-Ac),31,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/245901160,Collectivité locale,CA,245901160,Généraliste
Atmo Hauts de France,checked,Hauts-de-France,ATMO,Géoportail,Dédié,https://data-atmo-hdf.opendata.arcgis.com,https://data-atmo-hdf.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/LAt6-7MEepIL5IItYGZW8A/3AULoVhbJfASoKspGPStP5FFshsVrbKA3IA9B5BJGoFbjTKZIz44RMkzJQtEd-g8n-XPhj3pIiDNhjeyDVVmOa-CYqtsnEMUXdK-6KuWJlV_PvwalIABAsn73riZdsLccH-JggRKNEyEX1ldtvFeHg/6p4velKvQL1hJJh8uOmt6Z3Oqv1GVmsmPZB-wtIlSg4),34,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/478029127,Autre acteur territorial,OACT,478029127,Environnement
Géo2France data hub,checked,Hauts-de-France,IDG,Géoportail,Partenarial,https://www.geo2france.fr/datahub/,https://www.geo2france.fr/datahub/,geo2france.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/r_cbHIxry7tNAwoq-0SX1Q/ruDg1l95d4_V2uRpkjLvX1v7tKK3N8SUPKDfYAlM_HO6OdQNy_k_jUqZPxAUaX46kWuumZU_17YEDrv7iMc0ck8URloSxAfQLcuIFqNRrypt843F0ZxEF6rvvUkkfoWuYKnjbrFee8wctyzhEjs8lQ/QJido7p26GWGsUEKhgGKhH4t1e6y1sv2bDPmZGATr7k),4274,GeoNetwork,camptocamp,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200053742,Collectivité locale,REG,200053742,Généraliste
Géo2France open data,checked,Hauts-de-France,IDG,Portail,Partenarial,https://www.geo2france.fr/ckan,https://www.geo2france.fr/ckan,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/TeFVucNoX4P3UicebEhw6g/846sdYJXm44JQ8-QJSAJW0yJq2uQDlhTriA_gba3TZ-5H_Ik1vdGYu7vtF9fLvMkpQj-jOdKkuPf4cKFdZpb7Q5vEdP77rqoGwF_5Ouh5LDnYdkAwBp-FeuRdol1UAVQk-zYGnGZL7LcrFof127ZCA/8_i9ky64JmvV1s4hARH65s7YXLIYHKhqir33m00SboM),483,CKAN,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200053742,Collectivité locale,REG,200053742,Généraliste
GéoNord,checked,Hauts-de-France,IDG,Géoportail,Dédié,https://geonord-lenord.opendata.arcgis.com,https://geonord-lenord.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/McK-yOT25aA5iVKFBkbXCw/U4POQEA-aaVx-wJOQHZREglnMdN8Ma4miU_KWoUySQQrnB1o6Kn2Sh6GAu_w_Vw7gHYHYROqg8c_cdTiQVbajyJl2-sJ5hs1-9GfSqBCh3srC1DhFfdEp4I_xNOvlLoCSgtJcY2l_LayGiBWGfI2jw/zEtQOvuoW0BRy4R7t6CmHb9l-EcVYiuPJW3MfytXVrQ),7,ArcGIS,esri,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/225900018,Collectivité locale,DEP,225900018,Généraliste
APUR,checked,Île-de-France,,Géoportail,Dédié,http://opendata.apur.org,http://opendata.apur.org,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/_jArZk9DR85J2aFIKJF_ww/quv4hFBN3iME8Bdm40weDoDIk6nOoua9te4ri8uKeul4f9RNy3bW5PVebO2ZSDfs3L6T0uWAf1RGmcx-BIkhR2bM4-W6Mlk6uyJNWONO8nybs1d1K_YBoaz17Z1cZOSElOhPq4s5Fge-6hUsz7DbRA/dDxzgSKXE6jJj6-bTKIxl_QHLH_tfWzzspVI9_2hBLM),96,ArcGIS,esri,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/784237539,Autre acteur territorial,OACT,784237539,Urbanisme
Cachan,checked,Île-de-France,,Portail,Dédié,https://cachan.opendatasoft.com,https://cachan.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/nQOosC8eC1jd87encBpxRA/Hl5HUat5aXkWxqd91JNrgp7qoXLxh2aDq7GpAtk4fDsf8TfcPJ8mSAYoxS-v80HbxNM6oPol7Ho-5XUfsvrvqLPCXB_yMiO4Rw0WPi3smEjcPNxXQtvMWj6dg2lGzINXtkuwKv-VHEjMfRuxEM0QPw/3XV2yaCcAaRN54pZGo9s2duLJMtdxlfUeePhEJjxZVY),43,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219400165,Collectivité locale,COM,219400165,Généraliste
Cergy-Pontoise,checked,Île-de-France,,Géoportail,Dédié,https://data-cergypontoise.hub.arcgis.com,https://data-cergypontoise.hub.arcgis.com,Data Cergy-Pontoise.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/V3IVfSXucI4nNe1ybntmhg/mYFl0_MznDpOYYjaVJ_mdm-llLfYq9YC9EfwhwO6K7LWV-BH3_Ltf22-vYnYioqi17jOrqgWQ8e1Bx2FGTYYhVi8w5OnQG1LRaucdsQoSsmUQ9-y993-Cy9ehptZkF9RuWj2AYwWavDClodZ771cdFgA-nQaYyUviJc3qn8A4PM/tzefJdvXU-olOm-3zvTvocOvxWRV38bOrtaEMmPqNiw),27,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/249500109,Collectivité locale,CA,249500109,Généraliste
Garges-les-Gonesses,checked,Île-de-France,,Portail,Dédié,http://opendata.villedegarges.fr,http://opendata.villedegarges.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/AN8_lXp3cYSMIpE9SWbuCQ/BlBCvApNbaLdNdCk70zDjYsCc2usFtM1a0YSGS9HnP-xVO96pWGTAEdHvgsWuZmMwfIS3qVlVbH_QMMhZOdlGdHjluwn14yNX7xXufZ4HXlt735nI67UKafhmgF589craaMeqezMb3en4SLV91E_GA/3kYvWmGuTAoJN3bmZqly3WYgxCHK5uUSgPqzmGxPG2o),5,CKAN,bpm conseil,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219502689,Collectivité locale,COM,219502689,Généraliste
Grand Paris Seine & Oise,checked,Île-de-France,,Portail,Mutualisé,https://gpseo.opendatasoft.com,https://gpseo.opendatasoft.com,gpseo.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/N4DbpvJtdXikRmO5Q4wIJQ/ZusXHNJm3gIcK9k3CK9PfejRba8jxkCsYlEfpIZqHI9NVBje1Ywmr8a2aDzm5HIt6z-9kRxk78baxM2JzKqlyJiFFglLbCCI8ETZOPHj-kj9m_Pw5-u53o9a67VRdpqtnPa6iphU1iKLGV3hQk-1Kg/MJEHlLxedHQoudKP0e1IEkSAHGI4yfb0ZVZ5Ve-MhaE),24,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200059889,Collectivité locale,CU,200059889,Généraliste
Hauts-de-Seine,checked,Île-de-France,,Portail,Mutualisé,https://opendata.hauts-de-seine.fr,https://opendata.hauts-de-seine.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/mWMX7vw-M4P5cG_Dft3xoQ/FgPsE71W9z1KId8QFov5o2ZxAzvKaRR0bqzuHg2r7sXa2mvDYze19Ec042C3xuNQrZdKICjv6cy8cD9zGcMMsdpQ1qH613YiAeHGn3nbexlCytzDf1OzSgFyyytLmmctCIS8mCqsY8hgtN15bOWvzQ/Qc9vV74gO9bOVln4XAaMYFizGmPCDZqTA1IxnUD6D38),240,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/229200506,Collectivité locale,DEP,229200506,Généraliste
IDF Mobilités,checked,Île-de-France,,Portail,Dédié,https://data.iledefrance-mobilites.fr,https://data.iledefrance-mobilites.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/IzLL34sVz-L6-nMexxm2Vg/Z35iWvMoNajOyVFcD0phfOzBRADfYn9oc_5o9b-Fgtz9zMKx8yAdkM1OyJWbxDnOwlGE9rYL6PnwQ5DG0Q3xrCRlwdLBAe08jK1ypa3sfhLUbdXgdWlI-vXKz61hyO4kj29AOciXVM5jiYHzqQqDLA/XGKLpKhYtLtufQhlj7W-r7kAcZTv-NmuCmeL0e3R0iQ),57,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/287500078,Autre acteur territorial,OACT,287500078,Mobilités
Ile-de-France,checked,Île-de-France,,Portail,Partagé,https://data.iledefrance.fr,https://data.iledefrance.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/v8_UW5580mHDC6EFBRUvVA/750lzlq3xL1TGw_fsQx45b6YmrgBQCn-vTpIrnk5hF_dGFDEvm1UiiXg-5c5GOrrwdZX8HpkvKd1Fhq89NSUzXgJOu2tSrgbUCFO-BP_n5O1dbbbLCjWu904RA0HfO6VQIqfhHGJ97jS1bvoh3CDVg/xYszouORD8x5N-RcGHAPWy9YDw79e9riZROfQn4UoLU),842,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/237500079,Collectivité locale,REG,237500079,Généraliste
Institut Paris Région,checked,Île-de-France,,Géoportail,Dédié,https://data-iau-idf.opendata.arcgis.com,https://data-iau-idf.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/NXvSmNGw9Soxtl3FiFZ1FA/6CpQL6zgPrUbnOBznA93fhl5IvhLGcVXZLv9eFkjAV05Fovs3Tzcor8z6TUMLFgm1eMLO_vR89A6ztdzMrcIdTCMwiuObsb3IqIdsxgdmr126UD7zoZjnoCj1vO5TF-HoLUWBdLtV0GAsJFeR2N0rQ/PnNtIgwlRuww_d2P8dBktNmmmMA0omS8-ls5bvVPxo0),116,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/849810155,Autre acteur territorial,OACT,849810155,Urbanisme
Montreuil,checked,Île-de-France,,Portail,Dédié,https://data.montreuil.fr,https://data.montreuil.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/hh7Wd38dunKFilfy_-yUnA/qjIMwc6isqB_gEl4wexcvRWXhvYBGGZCxo5d3atj8Q4a01fSaveP2eN9grOighySjQpzaK-UeXqvxoovAFSAc5TioPTMh1aA1iXdJiAN9_6lvOVUYw8yvw_YZbDIKlvS9FgDSDC-nF2ZyorGlY7bWw/t-XYaEI14KypXrXusEE0gc0AmXpeQsmConB8KFE4IOk),152,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219300480,Collectivité locale,COM,219300480,Généraliste
Nanterre,checked,Île-de-France,,Site web,Dédié,http://www.nanterre.fr/1166-donnees-a-telecharger.htm,http://www.nanterre.fr/1166-donnees-a-telecharger.htm,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/gr1H8K_ooki4RL4q6AsHXA/sSKyPn6vSOyRttMgQbhH1Cb64iRzPf2ALmbdRE5yhjbXwg0sOdZs-3d-Z50PqHqkDTReUlW4J9eo4RN0uM3VVzgMiUq4eJyP59Y-Lf696Bvr0PdfIVRFZPrqL-FPs-qI7jG3v_qyqFNaJZnvedSqNw/B221L4rV1TRQEv0_GFDKgTtlNUvFgcCvFFAU9YYJFrI),9,CMS.eolas,eolas,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200508,Collectivité locale,COM,219200508,Généraliste
Noisy-le-Grand,checked,Île-de-France,,Portail,Dédié,https://opendata.noisylegrand.fr,https://opendata.noisylegrand.fr,noisy-le-grand.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/QVk-Kfaj04780iztlRM-3Q/8zN_5jvXYbK5iBma1VJbz0r5stGxnmwRYLWv-tsBfv-bjLDfeneP-jqAzGFLL2HjZFs64xDpfA3guvXLKfhkvD_IgHg7foK7JeEjWicQLNaXosziANg0yPKLlY6d11Af_1tMSbSA0YoRx-8nwaYfTA/0excWJaEKYYCuoYmshnrDq5-GgAvz47PY_nsvV8Dedc),38,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219300514,Collectivité locale,COM,219300514,Généraliste
Paris,checked,Île-de-France,,Portail,Dédié,https://opendata.paris.fr,https://opendata.paris.fr,paris.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/2b9N6X3KV35Cj2n5GhomUQ/DQvG-Uzz3blI_pH7zOUZs7fA7-UEzmamxdw2hjQK-UXJ7IJ_NJteb_GuYXeo1RY51eB2q0Lqvq7M8JpnbYELKwvVQXhfMktYJJpi4KjpOcc5l8OLWS-U_zNDrooLLs2Wh0UjaakVPpJ53saQ0AtPXg/0NSXlHmMspqQdKzotoFZOI6Lgb6g-lDH7J38lsf3TOM),318,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/217500016,Collectivité locale,DEP,217500016,Généraliste
Plaine Vallée,checked,Île-de-France,,Géoportail,Dédié,https://portail-agglo-plainevallee.opendata.arcgis.com,https://portail-agglo-plainevallee.opendata.arcgis.com,capv.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/8R3-Z3XPSXh_sb3pqcGyWg/2RuyzVhEzhzQKhUw-InNU9UyLkWkX-NE-7RN_ary9c_8x7wiHGs8CQcXyCCO1IcbJAcsDyPJ--bvh4cQFLIiTGHOBMgcg2BuF86t4E6OEJBVFM8uhZ4kE28_AG1f570OxDKNPuRInmvCWBW-4AUXqw/jDxPi2dAqmgAoWNVFE7NGaqfvSPd5QtLQrtlDlxXxew),33,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200056380,Collectivité locale,CA,200056380,Généraliste
PRIM,checked,Île-de-France,,Portail,Dédié,https://prim.iledefrance-mobilites.fr,https://prim.iledefrance-mobilites.fr,téléchargement.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/SRTMq0AwC0vnKksJP_kgQQ/VJb-4uh-I56j6uM_qs6EL2eOsvoBee1OEgCBfZx27hDTMeAseIkHc6n-7CkSJ9XU1aV2kN3bmMHzed_VXRpR9Y7tRiku5XremfQFsbMvq6brbTSAMa-nlM0Lhgdx3Rskk0jogszCnBudJGvswPo3FQ/ZLp9PnPSTu64lh_rJvn830yXINzPSOwXl5vk6Fgwk9g),60,Spécifique,,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/287500078,Autre acteur territorial,OACT,287500078,Mobilités
RATP,checked,Île-de-France,,Portail,Dédié,https://data.ratp.fr,https://data.ratp.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/iAnCygE6Am2T1fwcM9SAmQ/cddwWWb4SZiGrPTt32AItZO7NcyydK4q1d0l4h_vm33JQauj3abFWokmX09GS0Wgwg0ZcmtkhTXS7FmappEwEmo-eUU0SMw7tUbqgEWkFjWEday93TaUlAJ_Z86Gjj37WLrl98dIb-09P4klREBEEA/qK-bwYCd7IAvNdzN_Kgz_hRLpCgdo1ju7aZ1R-WhhsU),21,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/775663438,Autre acteur territorial,DSPT,775663438,Mobilités
