nom de plateforme,ok,Région,grappe,type,collab,url,Lien,image,nb_datasets,techno,dev,Couverture,Porteur,porteur_type,porteur_statut,porteur_siren,theme
Ain,checked,Auvergne-Rhône-Alpes,,Géoportail,Dédié,http://departement-ain.opendata.arcgis.com,http://departement-ain.opendata.arcgis.com,ain.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Hps-eXeygESz8cOvNasKBA/padePyAQOaR53MkazyUfxyHVa7mtvuXwuU2PSwcIbmhysNqrFDj9_7kw5qg930KTtjCwPH-mcaljOzX4JOXlqcVoMpydF-5IJ7zhx0JF8C80S8cgjSyg2fAdgKks5dVSe6e0TAWA4QH3HfeeyrjyUw/zVQNAgcLtZZDKEjC2WfYRkbLf3JQrKCyvwvvu72S7zw),49,ArcGIS,esri,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/220100010,Collectivité locale,DEP,220100010,Généraliste
Clermont Métropole,checked,Auvergne-Rhône-Alpes,,Géoportail,Dédié,https://opendata.clermontmetropole.eu/,https://opendata.clermontmetropole.eu/,clermont.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/iG0J1PhH28ahP4Dm1fOIdA/5fjZa5AxQRjB5M0mVVBwyWWQShhdWC7ueRUHj_kjuuvK40EtvMfXAvX9VWIM_yCzP3qQlr2LFlKBkznUwP8I_hvakvV-KCwRgkAUfHHXfJgAs1MgyyE9x97xnf4a6mly8avsuNsOlzhOeyw3H2FmsAchlOlJuKHROeD8bH0x4Po/Dsf7R6sRt1EPUgD4WD7-vDVoJ7lErk-ulPjlCaLvqvQ),44,ArcGIS,esri,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/246300701,Collectivité locale,MET,246300701,Généraliste
DatARA,checked,Auvergne-Rhône-Alpes,,Géoportail,Partenarial,https://www.datara.gouv.fr,https://www.datara.gouv.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/HvYxqrSyTTkJvORwBMhT7g/BqOuLUsKSLyB15DECpj6pLP5AeT8iO3m1tH7FKEtvXqNdkiW0UzzfjjlUlIiElzl9ncE3fprEoD_vlHXy6znYMliRB9YrjlJeK5blRD6_QRQWTOasVk6Lp6HencqMlY5YIfRtbN4TdObLmOlIBxVJw/rOytfHSL7avinXsWnsDfD0k246paKblOS0yG2P_Ro-o),9846,GeoNetwork,alkante,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/176900009,Autre acteur territorial,SDE,176900009,Généraliste
Evian,checked,Auvergne-Rhône-Alpes,,Géoportail,Dédié,https://ville-d-evian-opendata-ville-evian.hub.arcgis.com,https://ville-d-evian-opendata-ville-evian.hub.arcgis.com,evian.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/ZR3YAFOkmAzBWUB2FQmiOg/rZOqajBW1ZzBPhPgTjmwseG6lBrj7pEJrVyPhIIE0F9i4uPp93yaZwgPpVAkdgoVjWCA0JsnCJvJAxU99ZXXpt2lRIoZAHsMOGygfhGiSld5LFuCuroRfykWOJspbtuubO0nP8fe62CJJ4SsUQ_jDA/8g-eoSub-OPXO0ZF3avziL81wEtHhtDQClVjH-_UQU8),2,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217401199,Collectivité locale,COM,217401199,Généraliste
Grand Chambéry,checked,Auvergne-Rhône-Alpes,,Portail,Partagé,https://donnees.grandchambery.fr,https://donnees.grandchambery.fr,chambery.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/MFSS-l7EQxCAVrucrqYvCg/K0j3WdAL3os3LsLIXkRDxUi3NMRXp4tqEW9h1k4aBW9R2TN3V9mOI5Y8Fu2WkoQAhutBNcfSISotx_iIfIj_m6MbGBQdNcB_2ETuaWeqXOuFt-B8hmcjYxIHB5RtiE7pIY0RmMwRuLkJwONyXQoLIZkG5X2FN-T33kCx-hL7xWg/LlyyqrAmATctqsP-yNwCxapUUVC2Q6Qllk8ciCKxos4),66,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200069110,Collectivité locale,CA,200069110,Généraliste
Grenoble Métropole,checked,Auvergne-Rhône-Alpes,,Portail,Partagé,http://data.metropolegrenoble.fr,http://data.metropolegrenoble.fr,open data grenoble.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/aWl3RDiYGvBULRMfI2UXMw/anzJTmIfcNztOSp3f0EVbTgvsmjvg4G6lNPywyA2fWU9mlBSDyAgfzY-vCDRpxuIJgxeURgNO8ebQw53ZbwStVIkqDAReLOs2OrMN3GA5O5jWLGmErq3R4bpmpytVdaX15ar-82iD731drZyxOEEVg/ObNt9Us7f1pyvK3UZFQM2RuwgFB4IsjEsm5MJOZjzHY),209,CKAN,bpm conseil,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/200040715,Collectivité locale,MET,200040715,Généraliste
Isère,checked,Auvergne-Rhône-Alpes,,Portail,Dédié,https://opendata.isere.fr,https://opendata.isere.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/0Ang4_Q31s-ojXy8OtyzOw/09_dkNfN_aUk0nw-3Fh060Pu5eNM_2TpLsP8wubhWTMjQuqx5JFkZcxMPkRAfVztyJaliDExOfp1kAMMcv1ManqI0NwBmXYPKXBXUXrke1OzZMQG7iqEgj0uVV5NlDNWqGd-oONGig9-wxwpM9zTCA/lnQLOtrYXbpp9JeUXjFNBTt-DS4YcTUj2ij4IpSnlqU),75,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/223800012,Collectivité locale,DEP,223800012,Généraliste
Métropole de Lyon,checked,Auvergne-Rhône-Alpes,,Géoportail,Mutualisé,https://data.grandlyon.com,https://data.grandlyon.com,grand lyon.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/X17UeT6WzO0Ld4k3fIyIDA/eY7aia3B_glTuvGRaLz2M2dWAvwPcTZ7kS5Cby-122Sot_XfVDCuCxJbbKq07t92B9Sh07hRGsNh1vQ6Q4jEDZSFPOugDhGZ9Uw0jQnC_gCAE9edFd6cl1Tb3a2x3rT71ZC_40pj_EISaQsD1VpmNlaYIPCcFsLZAX-r3i7zJP0/C14SYoF7YEP0Kk2FZ6DefpjUUqBHYQowkc1eY8GsofQ),531,Onegeo Suite,neogeo,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/200046977,Collectivité locale,MET,200046977,Généraliste
Puy-de-Dôme,checked,Auvergne-Rhône-Alpes,,Site web,Dédié,http://www.puy-de-dome.fr/open-data.html,http://www.puy-de-dome.fr/open-data.html,puy de dome.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/uCokus3BWMP4wr0B2rIweA/no20taMkr1GO1S9M4oe5tveglOI8itrF4yxaYjjPKDpL1L8SORqNHfzzu4-rtgj4iNNABN24RIZdAgqQpq6gl4yONlKnFW9VPPhuXA_9S8M5EcnTlCrOEsZIvl7nRTJibq1m5QOakKjW3kBO27JeKg9XCypGETdlIr-MMAAsgNg/2iyu8T3MmJcyalKRvTtq1LnMv1AKq8JV6oLW4R7Q-i8),24,Typo3,archriss,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/226300010,Collectivité locale,DEP,226300010,Généraliste
Puy-en-Velay,checked,Auvergne-Rhône-Alpes,,Géoportail,Partagé,https://geoportail.lepuyenvelay.fr,https://geoportail.lepuyenvelay.fr,puy en velay.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/2rqL1-YHfI_y9CBeleTP_Q/vxFApsPOXePerJHeHM-xV-7QtPUghhSU6iy2pB6YfABPH18Y3qFRhumL7EmE-lntiLN43odZjouVazDbdYXzt3ruh9WW066knaRjPQ2mGZIIsYOdQTFhSAG6QYta6ZMH95ktu_A2QOL3b2vbC9QPWOkQkN7ngDK4s1v-gO_iBSQ/CSdraUjDzDUs7WRJ0zpXqY0roGndMSPSJIc6BKLqvNA),103,GeoNetwork,interne,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200073419,Collectivité locale,CA,200073419,Généraliste
Saint-Etienne Métropole,checked,Auvergne-Rhône-Alpes,,Portail,Dédié,https://data.saint-etienne-metropole.fr,https://data.saint-etienne-metropole.fr,saint etienne.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/iTOWruCVyMTb7JfhBbf0iA/N_VrEwHKbr3xe_Oe6-xbDqByuIsjAJX8Wm7ws3bAi0AfuhpmFUGjkxzg4XyYvn907_11j8uuh5-xXetan4fUBDHpqoEIuZf0NMhd0xTZZNbIfY-2CjnpUSubsryUpMu3wip0J8j60-o2IMTpheZFoI7hvtWxTHs28B1XXiLo3ZM/hqWQ0UfmQUla5eSBONXlIw2yD0nkPnqrpUyhi6NwvmM),9,Spécifique,suez smart solutions,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/244200770,Collectivité locale,MET,244200770,Généraliste
SIG Haute-Loire,checked,Auvergne-Rhône-Alpes,,Géoportail,Dédié,https://sig.hauteloire.fr,https://sig.hauteloire.fr,sig haute loire.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/JFVi-HJBF_DpvXPOU1y72g/QLBSMDaw9eLs_rCLBEGQp53yBCSXC8a8-r22zGA20qpFIhPJLHalhW46smyB_mpGH6gOFRXVpR_tDkAr5z1Hjj_7ZBvnN3UT6knb0IJgLoAGARWC_S8HLOY4fizXO1Ty-fsgYzVMF2fZMOjDLuhGGZKiNQzIs3verFzlpDFlK50/xOOr1X6lbiQAcJhRd8THXQXb_HAjehrGxGnreUVZ4bM),24,GeoNetwork,camptocamp,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/224300012,Collectivité locale,DEP,224300012,Généraliste
Atmo Aura,checked,Auvergne-Rhône-Alpes,ATMO,Géoportail,Dédié,https://data-atmoaura.opendata.arcgis.com,https://data-atmoaura.opendata.arcgis.com,atmo aura.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/EvSmRvn_xSDdi56vU3jCVw/-J_UJ1o95LZuuXgNsDstcdzFSxpOQrN8fZWiOm9fZLp4C886mdFzj1kBKUGQo8GPA9-sh16_ZukFbAFtzQfSiNyhccRK_z6o-76PewQ3nWSJZ9Iq9seefOoyoHEfMFVcVnW_KnPHvTtwsskLU3FESVovYLu9TuqUz70XLSm-e_E/bHMysCM8FCv3YwyohQS78tEYuM1wbgd1dAFUT8f-Q-Q),134,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/534194451,Autre acteur territorial,OACT,534194451,Environnement
CRAIG,checked,Auvergne-Rhône-Alpes,IDG,Géoportail,Partenarial,https://ids.craig.fr/geocat/,https://ids.craig.fr/geocat/,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/dyBZHnFkt4f493A_VUeyYg/XP2rdhjJ5qbrzCCjq-WdeOreXKJ8bp6BMaogl5239Ojx_plNNUifTsJuG_ejQgF5f2mhc6YGc5TGqpzVvx64xQjcENZTLJ8r6G4x-nbNws_RwcreOWBs3vJT3vqOjoHjeeDE1SMmU-sz5zp5_Co6Kw/18w6JKyR2mQ2g1kpJT02baE0-DMYhn9Otlt9ef4qiR8),427,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/130014582,Autre acteur territorial,OACT,130014582,Généraliste
CRAIG opendata,checked,Auvergne-Rhône-Alpes,IDG,Géoportail,Partenarial,http://opendata.craig.fr,http://opendata.craig.fr,craig-opendata.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/qsWxU1fQ0MrGF8ah2kXGxQ/VOH9qWwh0gZNewroUmKDpCtGYN70gB2HMZq-UqJyDUjSmd6cKqBPtEK84eynOVowaUywBAPV2Fi4C2tRQ1hINvHFbDfJbY14nf6JuyYG4_HZnmSalsv3NuvPeCzPraY5_COHl-GZuEw0PbSeWk814g/ZPZJm_-EzUXLfq5CmAuhyjYNcwvCzu8K6fulmY_6V0w),5,WebDAV,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/130014582,Autre acteur territorial,OACT,130014582,Généraliste
GéoArdèche,checked,Auvergne-Rhône-Alpes,IDG,Géoportail,Partenarial,https://geoids.geoardeche.fr,https://geoids.geoardeche.fr,geo ardeche.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/hkH-gyBKETkYVpKynYGUPA/61WCL9LZvynFzX2pbPnD8eUr6sIAp0ltnDuKixyfo3Kaev74jO7RIGGDEnXjNOME5wfxnmaMJ1kYR9Ej1Fz8SwXouGfqPE5OxPUf3qBLSZ2Pffy9wvEi_MU5zKHY8ka8gwBd6OLVLbCFIlRcgkRMm7XTjTMs5rIAi-CmIKrIArc/r7Ir6btem6-Zv96jZaHLVvrlnCx7J3_S4NOMntaB7AM),33,GeoNetwork,business geografic,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/250702156,Collectivité locale,AGCT,250702156,Généraliste
RGD Savoie Mont Blanc,checked,Auvergne-Rhône-Alpes,IDG,Géoportail,Partenarial,https://www.rgd.fr/portail-dacces-aux-geoservices/,https://www.rgd.fr/portail-dacces-aux-geoservices/,rgd_savoie.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/4sQ4glbIHHb9Y8qd7WJpKQ/Of5boTudE19eCIOwTgDWpk6ajJy3z2ATEvcCQHOZvlB0gHcSlN5fgJb6cmGGFryNqXu_PXHn0pM86zY_DgXj67l0xd6wguF4qfJFdz0kQRL30wIxfsqw8iu9NI9zwsl_R9hOpkUqozR4pyJqn-JTSg/D9nRnIV2N3CC0fT0NCGlG2djP6s1-Gz8Ju3YOmHjokk),0,Spécifique,,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/410201164,Collectivité locale,AGCT,410201164,Multi-métiers
Dijon Métropole,checked,Bourgogne-Franche-Comté,,Portail,Dédié,https://data.metropole-dijon.fr,https://data.metropole-dijon.fr,dijon.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/AQ3wC6gl23OWd2slEUX2PA/IpP6c4Gn8woXKBjovJDPIewqOegM82rvdpRd-3Zo6P6s0q6yI22BKb7utA7cyVEMaI4WsJRvLX23fwtb1d1Qy1XiRqNQCxAzsHijHXnSkId02wcnjCZDsTAy3oxxnX3VoepoS9ZC9zVC06kSEuGhZg/GDDa0KUrwDIP435sQM3zQJzcuDtO16wlcuNlJycW0y0),108,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/242100410,Collectivité locale,MET,242100410,Généraliste
Doubs,checked,Bourgogne-Franche-Comté,,Portail,Dédié,https://opendata.doubs.fr,https://opendata.doubs.fr,doubs.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/FRy5p0mid_TVMFmdx9Ap7g/9Gl-nVnXBwwK1GAOXfxkFQOg43d65alpYDsYwVgLFi-7fX4Ynu47FEK9mvwn06VqJzIzbdDrBS6iy8FXZtCwFlGfNdRgCON2A2gV-aeQxdmtJV91jldmL4iVle9ybxizyDrcVEfWdvlY9dAfwWvYWQ/7vj9_CN56veLaFrxF4zK3-3LF-pw8QQEoEDimTEQauE),46,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/222500019,Collectivité locale,DEP,222500019,Généraliste
Grand Belfort,checked,Bourgogne-Franche-Comté,,Géoportail,Dédié,https://opendata-grandbelfort.hub.arcgis.com,https://opendata-grandbelfort.hub.arcgis.com,grand belfort.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/JKmlZh2-PRnE7tP0nXeJJg/2XfOO0e7W2tyoz1YeZ4GR58KLi4X0c5eqVvvKLcmUiuFDWUerOe6ZbBxvbSmbH7qsAlV9w22eTXFLLXHTrRnz0B2v75tVQ2dmYoRKYw8o8vXntg9NI9_ohAGAIGx4QOG36G3z4HrIS7luDSzR403tqFe_nWrclzGXGNfW8TA0IA/eWahBB2xvSgNKbL7gFwtbDcrwg-LhUG4aNmp21E9jW8),39,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200069052,Collectivité locale,CA,200069052,Généraliste
Grand Besançon,checked,Bourgogne-Franche-Comté,,Portail,Partagé,https://data.grandbesancon.fr,https://data.grandbesancon.fr,besancon.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/XtkEcTHPi8v7e3BZWuRDaQ/iJi7lr_1CIj_iNmMvo3XMNtF3buef2bT9HzCdMkWBHejmXXwXTzJBg6mFz3Zrmm3iv5OQet-OZAtdr-I1LJkcDWDXPqoo0heupfPYchWpo6_160d5cyDPYYMoKWe_0dP5wnOlpQc0nHY9tj2d8iy_w/YDECkcPi_wotOfFXiAZM6QbueyPBI9UCtuppzeSeDn0),65,Spécifique,interne,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/242500361,Collectivité locale,CU,242500361,Généraliste
Atmo BFC,checked,Bourgogne-Franche-Comté,ATMO,Site web,Dédié,https://pre-prod.atmo-bfc.iad-informatique.com/open-data,https://pre-prod.atmo-bfc.iad-informatique.com/open-data,atmo bfc.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/LkuIhQz_MfkanJGv0IR6VQ/XV-Eg8ULAoqACBHRIaExQF6OgDKgPr9O2Qdc7hSHyWi4d5S9bjNOK1gW1h6QD1h3BWqxbNDktxrjND1WykiKxzJIX4y_nMEGNHBo_8j0yaMyuaZ2cus5wM5zHIvE7dGdSmPxs8oUa4xEXPY5jwcBq4nKCozctoN_2QRGP7joLX0/0Tdu6sIiKjy1119SBGP3ROEW7yDbu1KHSiZQvpG7zew),12,Spécifique,2exvia,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/829854181,Autre acteur territorial,OACT,829854181,Environnement
Bourgogne-Franche-Comté,checked,Bourgogne-Franche-Comté,IDG,Portail,Partenarial,https://trouver.ternum-bfc.fr,https://trouver.ternum-bfc.fr,ideo bfc.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/9W-fyi2JXIC44v4LIQnyJA/hsy4UQFmBN9zYc9h-omvfdPlMbOMnrg8XqRQ_uQai-D82fg-lSFr2PoWz-ozibk51YNGwbfstPHSSaAIflS5sxcJhx3jlQtvo1HCGrA0i2fiOnLGaKWlPBajpcrvobqsaT_RZtUWdyMM3ntCAsLU8OyzLOgjE_6m3j10aM2M_Yc/vyODxyfvV9OJduC8I_kOEv19ywMBbSBzatkUwouPy3A),261,Onegeo Suite,neogeo,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/130004930,Collectivité locale,OACT,130004930,Généraliste
IDéO BFC,checked,Bourgogne-Franche-Comté,IDG,Géoportail,Partenarial,https://inspire.ternum-bfc.fr/geonetwork/,https://inspire.ternum-bfc.fr/geonetwork/,ideo.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/FfgoClM5bu_jJUlv4BK-kw/jRNOkQEQkFejcL27Py9QQb2HfQKGHEbGM_MofEzRKKv6c4Aa870Z7qUCLnCPcnqRtLaNY6_7Elns5_lfqgpRjDFkRAP5EaLOjnzY0g687xcnt-Jmm0x1SKtockoxTC78b96AXS6MQrBipp9Jkhb7XQ/ZHE_xfmJBDfOrASpVjiLy3wPLJ1pfm1-CvjsqsaICKA),1126,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/130004930,Collectivité locale,OACT,130004930,Généraliste
Bretagne,checked,Bretagne,,Portail,Dédié,https://data.bretagne.bzh,https://data.bretagne.bzh,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/3ODL5OTuHYas2BSowzxZNA/UeKgAHqZycxqU0l9zdRCF3SuIF3VWX8CHTrH1TBWqAkaS2KOqlYrB6X8yTsXVbnW4NbQTmypyUKfLeJZWp8udL-B3GGkpcQUr_Zspp19ggOhJSFG4Oi5MS2ewPTx-_llnnzGcA4mBz-TygHMJ-8UwA/SsZnFqwrKWVA4DFPyS7xgjiyukYfwL9UgerG6Wx55to),173,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/233500016,Collectivité locale,REG,233500016,Généraliste
Côtes d'Armor,checked,Bretagne,,Portail,Mutualisé,http://datarmor.cotesdarmor.fr,http://datarmor.cotesdarmor.fr,datarmor.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/x6wxla2J1K1aAH9nj057Jg/b8aYb5LkpZZmONn8nguerpY6xP1DHYrnnkAPgjKnGPDsDoxTERbQqHbv2xrQnU7ceg5QPf9joX5iLtEqfPiRj86fmg34atFS3a3O9z0MUiXyx_WrmRUDQ6kH3lqbMKX3G7pMbSEDuwHGIjVKMhFBPtW383_RIgVBCtEQLG9w6ag/nDJ231c-042dW5h_zq0ZnocX7cOUEP02flG4SGrj6ik),339,Datafair,koumoul,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/222200016,Collectivité locale,DEP,222200016,Généraliste
Finistère,checked,Bretagne,,Portail,Dédié,https://opendata.finistere.fr,https://opendata.finistere.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/a5bF2vbcLvtsSKTd5eIRKA/k2FcIXrLO8qWP5_QKjCEqvF9HSIZQ-sUn5ndhQCYFExK1PBnc9llu5Tb6BpvFJjbGie7nSxc-oK5s12ddVgH_Ck0cFZP4y_m2nFdJNtV1z9n3k24alrJqd2d_RBm-tI2eU25Y9vr-VCTdb4Gk_BXNg/uSzdkPuqjlxEcN1R6i94H0-q0bKOeTFPp2ga0rfDnGM),111,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/222900011,Collectivité locale,DEP,222900011,Généraliste
Géo Lorient,checked,Bretagne,,Géoportail,Mutualisé,https://geocatalogue.lorient-agglo.bzh,https://geocatalogue.lorient-agglo.bzh,geolorient.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/iPMXDn89aAIvECwWMbVbEg/uzFk6VEfGyMMTX9GZWMfX880QIGk9ecdGPc2bVdhl-Aj6y-s_LntuThSGQY3V-3Ej1oEUMsHbuVIjzle2rdLQZhVg3m-RCGTVNDRzp3qxATClq27MfueC3f9A552d0PYVX1R0wrLb2ZYmE67Pm1Jf1kXzPBHi0WECHwyjy_pvK8/qBRW9c0-HE_OXYa-QecZfHQ9TNY0SYWPsRmz8Yhadtc),78,Isogéo,isogeo,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/200042174,Collectivité locale,CA,200042174,Généraliste
Géo Pays de Brest,checked,Bretagne,,Géoportail,Dédié,https://geo.brest-metropole.fr/portal/apps/sites/#/geopaysdebrest,https://geo.brest-metropole.fr/portal/apps/sites/#/geopaysdebrest,Géo Pays de Brest.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/G161cIR6iJYZlgbgjpm6sw/PIvDfVSWKizSjZCl9_MmZTSbvl3D3LTtcljiItMYLYj39Rz17oNw1H5-2_fsPVFvFJtIdSnTGPSXTeT9jXXzyNBcvXkrYfI8KANvK2qTsUlVmcHMa5ZEx7Ksse1rDlFIOOqF8bM-gsF0sLg6WtVw2jXhmqC-PkauaU7c5GwJajk/rvxFY9f61pvV6SbbV0DWmTKfDVBwb1nXcRuMxvb2-QI),260,Spécifique,interne,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200033736,Collectivité locale,AGCT,200033736,Généraliste
Ille-et-Vilaine,checked,Bretagne,,Portail,Partagé,https://data.ille-et-vilaine.fr,https://data.ille-et-vilaine.fr,data_ille_et_vilaine.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Vb_eQSTCR_ZN7V5drgfQhw/DB3WGO3Mxx1CeYM7ZIHTEO_42k-1RvEkNJ0gZp9hDzik6LKJHeLbucgX4Lr9NLRQSk6eJ5w_afWC4CzFOQyjNncGPWoLmPCt9w71sFyAMwV_YfmCWW8oy86ktH0ynKhA6MM5RbvaLQckNWTttBjsd4hyBW7lHdDagahdMGFw2T8/5jqO5UGrGimBS3UO-WtDVVd3BAaDCouEU9kR6PZ6mTQ),73,CKAN,interne,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/223500018,Collectivité locale,DEP,223500018,Généraliste
Mégalis Bretagne,checked,Bretagne,,Portail,Mutualisé,https://data-catalogue.megalis.bretagne.bzh,https://data-catalogue.megalis.bretagne.bzh,download.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/9ujAfHIyjhN7ZQMzqtKYHw/91ulOWDcDRdO7kve9eta7MW77r1ypX1Ech5g0z9eYjn8adByy3x8QWqJvIt1dS6vD7K-KYUJ-oArjq3sRxFpcVxe2aIm_r201m3AfaThHSCZo7SK5AZyenobNZ_8TmiAQylnOQplyrAi-W4QxwYdNg/KzJH4dRM9cPI7cVA-OPSZcsh0dKda5Tcp9f5B6kZXms),3269,uData,etalab,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/253514491,Collectivité locale,AGCT,253514491,Généraliste
Morbihan,checked,Bretagne,,Portail,Mutualisé,http://www.opendata56.fr,http://www.opendata56.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/ZaE92-SSqL0YVerpWrMi4A/Yb0pYDrf5fakGA52fG1XWBav_zGptWo4SDKg4Axrfqdh8Twlvfhv2bPOlxBUI5XLiGndktWHt-M9ShDZ_MTS5mPUcjcgld8jmTmKsAA9zD2LRalgJ7dRvBMiijSj77LQGZcQM9l0RuqP9md9oB3g6Q/dujlzHiXzbDKED4HGM_PQiF44_VPnBT5YdThyJA_iXs),75,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/255601106,Collectivité locale,AGCT,255601106,Généraliste
OEB,checked,Bretagne,,Portail,Dédié,https://data.bretagne-environnement.fr,https://data.bretagne-environnement.fr,oeb.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/igCmK5ouAw6Lrh0xhZKQQw/GzuFcqeWj2Oa-00Ba0Xlzj8nW7Wyut_edsLE-iK3cInNTGzLZYPvt2SoAaPljq4716YUIfH2x3jjhMp7w5-nW9SkHtZA-ABuUP9CELJlgi8viyZjZTNz78HFI1XlIfwza_qUpm8BLxa3GAt1g-fhOw/NZ-OAzFPlVlO2T5c6L3EoqqK3TsCb4pl_ZJbbd2fiGs),77,Datafair,koumoul,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/130003254,Autre acteur territorial,OACT,130003254,Environnement
Rennes Métropole,checked,Bretagne,,Portail,Mutualisé,https://data.rennesmetropole.fr,https://data.rennesmetropole.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/eEoGmfBLANU5mbYGBOkkbw/N1ONzvMWWs0LpamqZ04ifbwFCBvr9_aHfUbAuONNvPyDvZfMppifq_kq98uJEnAzPkPZGtW7P4n5YMKEUr3snkiR39RmU8Fq_U8YRR3vUNCUs3DUW0iDpdCx2KF5Btal1MBrGKrmgpXXFE_6-1PFsw/a5o5jXwkJ2m2jgkgnhQayG4GSprrNGGH9QreF997zBQ),407,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/243500139,Collectivité locale,MET,243500139,Généraliste
Rudi,checked,Bretagne,,Portail,Partagé,https://rudi.rennesmetropole.fr,https://rudi.rennesmetropole.fr,download.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/EzyfAbI1iF8aZIVEEFZLRg/hs05imVksb7Dy7KGcgltVPopVC8Hk3znGpnfeupefEVnGJHiOI70NV15RmQwubv1GbOO88CfQkpUiCpOspzABnQVKcHyrSQ8_01jPwVK1-WGqBYd_yvQYUk2xW8wIIbDKrck0-oBCSyiJG_dWcuGqA/CFVEB3kuZrruFdh-XpwYmfM38RSExlOVBwSF8q0v5q0),382,Spécifique,,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/243500139,Collectivité locale,MET,243500139,Généraliste
