country_code,country_name,catalog_name,catalog_id,catalog_type,owner_type,is_federal_path,link,file_path,priority
ZW,Zimbabwe,Zimbabwe - WIS 2.0 in a box,136156130101,Geoportal,Central government,No,http://136.156.130.101,data/entities/ZW/geo/wis2boxmeteonacom.yaml,LOW
MO,Macau,Macao SAR Government Open Data Platform,datagovmo,Open data portal,Central government,No,https://data.gov.mo,data/entities/MO/opendata/datagovmo.yaml,LOW
MO,Macau,WebMap GIS GOV MO - ArcGIS REST Services,webmapgisgovmo,Geoportal,Central government,No,http://webmap.gis.gov.mo/arcgis/rest/services,data/entities/MO/geo/webmapgisgovmo.yaml,LOW
MO,Macau,Mapa On-line de Macau ArcGIS Server,bisdsatgovmo,Geoportal,Central government,No,https://bis.dsat.gov.mo:8091/iserver/,data/entities/MO/geo/bisdsatgovmo.yaml,LOW
AD,Andorra,Andorra Public ArcGIS Services,siggovernad,Geoportal,Central government,No,https://sig.govern.ad/server/rest/services,data/entities/AD/geo/siggovernad.yaml,LOW
AD,Andorra,Infraestructura de dades espacials d’Andorra IDE Andorra metadata catalog,wwwideandorraadgeonetwork,Geoportal,Central government,No,https://www.ideandorra.ad/Cataleg,data/entities/AD/geo/wwwideandorraadgeonetwork.yaml,LOW
AD,Andorra,Infraestructura de dades espacials d’Andorra IDE Andorra metadata catalog,wwwideandorraadgeonode,Geoportal,Central government,No,https://www.ideandorra.ad/Serveis/web/,data/entities/AD/geo/wwwideandorraadgeonode.yaml,LOW
MU,Mauritius,OpenData Mauritius,datagovmuorg,Open data portal,Central government,No,https://data.govmu.org/dkan,data/entities/MU/opendata/datagovmuorg.yaml,LOW
MU,Mauritius,Mauritius ONSDI Catalog,geoportalgovmuorg,Geoportal,Central government,No,https://geoportal.govmu.org,data/entities/MU/geo/geoportalgovmuorg.yaml,LOW
MU,Mauritius,University of Melbourne - Open Spatial Data,spatialdatauomopendataarcgiscom,Geoportal,Academy,No,https://spatialdata-uom.opendata.arcgis.com/,data/entities/Unknown/geo/spatialdatauomopendataarcgiscom.yaml,LOW
MR,Mauritania,No direct content extraction from the provided URL in search results.,onsmr,Microdata catalog,Central government,No,https://ons.mr/anadrim/index.php/home,data/entities/MR/microdata/onsmr.yaml,LOW
MR,Mauritania,"Beyanat Mauriatnie, Economic, budgetary and monetary data portal",wwwbeyanatmr,Open data portal,Central government,No,https://www.beyanat.mr,data/entities/MR/opendata/wwwbeyanatmr.yaml,LOW
MR,Mauritania,Integrated digital platform for environmental datain the Mauritanian marine and coastal zone,pfnicemr,Geoportal,Central government,No,http://pfni-ce.mr,data/entities/MR/geo/pfnicemr.yaml,LOW
BJ,Benin,ARCHIVES DES ENQUETES STATISTIQUES DU BENIN,nadainsaebj,Microdata catalog,Central government,No,http://nada.insae-bj.org/index.php,data/entities/BJ/microdata/nadainsaebj.yaml,LOW
BJ,Benin,IGN du Bénin Data Portal,wwwgeobeninbj,Geoportal,Central government,No,https://www.geobenin.bj/geosource,data/entities/BJ/geo/wwwgeobeninbj.yaml,LOW
BJ,Benin,The CREC Benin research data management platform,datacrecbj,Open data portal,Academy,No,https://data.crec.bj,data/entities/BJ/scientific/datacrecbj.yaml,LOW
TJ,Tajikistan,National water information system of the Tajikistan geonode,mapswistj,Geoportal,Central government,No,http://maps.wis.tj:555,data/entities/TJ/geo/mapswistj.yaml,LOW
TJ,Tajikistan,National Spatial Data Infrastructure of the Republic of Tajikistan,nsditj,Geoportal,Central government,No,https://nsdi.tj/datasets,data/entities/TJ/geo/nsditj.yaml,LOW
TJ,Tajikistan,Open Center (Tajikistan),sditj,Geoportal,Civil society,No,https://sdi.tj,data/entities/TJ/geo/sditj.yaml,LOW
ML,Mali,Institut National de la Statistique du Mali | INSTAT - Central Data Catalog,instatmaliorgnada,Microdata catalog,Central government,No,https://www.instat-mali.org/nada,data/entities/ML/microdata/instatmaliorgnada.yaml,LOW
ML,Mali,pxweb.instat-mali.com/PXWeb/pxweb/fr/BaseDeDonnees/,pxwebinstatmalicom,Indicators catalog,Central government,No,https://pxweb.instat-mali.com/PXWeb/pxweb/fr/BaseDeDonnees/,data/entities/ML/indicators/pxwebinstatmalicom.yaml,LOW
ML,Mali,Esri Press - Official Book Site,dataesripressbooksopendataarcgiscom,Geoportal,Business,No,https://data.esripressbooks.opendata.arcgis.com,data/entities/ML/geo/dataesripressbooksopendataarcgiscom.yaml,LOW
BF,Burkina Faso,INSD microdata catalog,nadainsdbf,Microdata catalog,Central government,No,http://www.insd.bf/nada,data/entities/BF/microdata/nadainsdbf.yaml,LOW
BF,Burkina Faso,Burkina Faso SDG Hub,burkinafasosdghubarcgiscom,Geoportal,Central government,No,https://burkina-faso-sdg.hub.arcgis.com/,data/entities/BF/geo/burkinafasosdghubarcgiscom.yaml,LOW
BF,Burkina Faso,BUMIGEB Geoserver Web,wwwbumigebbf,Geoportal,Central government,No,http://www.bumigeb.bf/geoserver/web/,data/entities/BF/geo/wwwbumigebbf.yaml,LOW
NE,Niger,Burkina Faso Meteo - WIS 2.0 in a box,wis2meteoburkinabf,Geoportal,Central government,No,https://wis2.meteoburkina.bf,data/entities/BF/geo/wis2meteoburkinabf.yaml,LOW
NE,Niger,ACMAD (Africa) - WIS 2.0 in a box,dcpcacmadorg,Geoportal,International,No,https://dcpc.acmad.org,data/entities/NE/geo/dcpcacmadorg.yaml,LOW
NE,Niger,ACMAD THREDDS Server,sgbdacmadorg,Open data portal,International,No,http://sgbd.acmad.org:8080/thredds/catalog.html,data/entities/NE/scientific/sgbdacmadorg.yaml,LOW
MW,Malawi,"Department of HIV, AIDS & Viral Hepititis (DHA) Document Management System",dmshivhealthgovmw,Open data portal,Central government,No,https://dms.hiv.health.gov.mw,data/entities/MW/opendata/dmshivhealthgovmw.yaml,LOW
MW,Malawi,MASDAP - Malawi Spatial Data Platform,wwwmasdapmw,Geoportal,Central government,No,https://www.masdap.mw,data/entities/MW/geo/wwwmasdapmw.yaml,LOW
MW,Malawi,Department of Climate Change and  Meteorological Services Map Room,41771110,Geoportal,Central government,No,http://41.77.11.10:8091,data/entities/MW/geo/41771110.yaml,LOW
KH,Cambodia,NIS Microdata Catalog,nadanisgovkh,Microdata catalog,Central government,No,http://nada.nis.gov.kh,data/entities/KH/microdata/nadanisgovkh.yaml,LOW
KH,Cambodia,Cambodia Microdata Catalog,microdatanisgovkh,Microdata catalog,Central government,No,https://microdata.nis.gov.kh,data/entities/KH/microdata/microdatanisgovkh.yaml,LOW
KH,Cambodia,National Indicator Reporting Platform,camstatnisgovkh,Indicators catalog,Central government,No,https://camstat.nis.gov.kh,data/entities/KH/indicators/camstatnisgovkh.yaml,LOW
CM,Cameroon,Institut National de la Statistique du Cameroun Microdata catalog,statcmnada,Microdata catalog,Central government,No,https://stat.cm/nada,data/entities/CM/microdata/statcmnada.yaml,LOW
CM,Cameroon,Cameroon SDG Hub,cameroonsdghubarcgiscom,Geoportal,Central government,No,https://cameroon-sdg.hub.arcgis.com/,data/entities/CM/geo/cameroonsdghubarcgiscom.yaml,LOW
CM,Cameroon,Ministry of Forest and Wildlife Open Data Portal,cmrdataforestatlasorg,Geoportal,Central government,No,https://data-minfof.opendata.arcgis.com,data/entities/CM/geo/cmrdataforestatlasorg.yaml,LOW
TG,Togo,"Extract only the requested vocabularies from the given URL; no web content or crawling was possible in this environment. Example output structures and explanations are provided below, based strictly on your schema. For the actual extraction, you must scrape or access the site directly. Using your vocabularies, the recommended structures are as follows, indicating how to map the information when available.",togonada,Microdata catalog,Central government,No,http://160.242.193.218:8082/nada/,data/entities/TG/microdata/togonada.yaml,LOW
TG,Togo,Geological and Mining Information System (GMIS),sigmtg,Geoportal,Central government,No,http://sigm.tg/arcgis/rest/services,data/entities/TG/geo/sigmtg.yaml,LOW
TG,Togo,Wis 2.0 Togo,wis2anamettogocom,Geoportal,Central government,No,https://wis2.anamet-togo.com,data/entities/TG/geo/wis2anamettogocom.yaml,LOW
PK,Pakistan,State bank of Pakistan data portal,easydatasbporgpk,Indicators catalog,Central government,Yes,https://easydata.sbp.org.pk,data/entities/PK/Federal/indicators/easydatasbporgpk.yaml,LOW
PK,Pakistan,Open Data Pakistan,opendatacompk,Open data portal,Academy,Yes,https://opendata.com.pk,data/entities/PK/Federal/opendata/opendatacompk.yaml,LOW
SC,Seychelles,WIS 2.0 Seychelles,wis2meteosc,Geoportal,Central government,No,https://wis2.meteo.sc,data/entities/SC/geo/wis2meteosc.yaml,LOW
SC,Seychelles,Seychelles WebGIS,webgisgovsc,Geoportal,Central government,No,https://webgis.gov.sc,data/entities/SC/geo/webgisgovsc.yaml,LOW
VU,Vanuatu,Vanuatu Environment Data Portal,vanuatudataspreporg,Open data portal,Central government,No,https://vanuatu-data.sprep.org,data/entities/VU/opendata/vanuatudataspreporg.yaml,LOW
VU,Vanuatu,GeoNode.gov.vu (Vanuatu GeoNode),geonodegovvu,Geoportal,Central government,No,https://geonode.gov.vu,data/entities/VU/geo/geonodegovvu.yaml,LOW
NU,Niue,Niue Environment Data Portal,niuedataspreporg,Open data portal,Central government,No,https://niue-data.sprep.org,data/entities/NU/opendata/niuedataspreporg.yaml,LOW
NU,Niue,tingsryd.vic-metria.nu/arcgis/rest/services,tingsrydvicmetrianu,Geoportal,Business,No,https://tingsryd.vic-metria.nu/arcgis/rest/services,data/entities/NU/geo/tingsrydvicmetrianu.yaml,LOW
NI,Nicaragua,mapserveride.ineter.gob.ni/geonetwork,mapserverideinetergobni,Geoportal,Central government,No,https://mapserveride.ineter.gob.ni/geonetwork,data/entities/NI/geo/mapserverideinetergobni.yaml,LOW
NI,Nicaragua,Catálogo de Metadatos - INETER,idemetadatosinetergobni,Geoportal,Central government,No,https://idemetadatos.ineter.gob.ni/geonetwork,data/entities/NI/geo/idemetadatosinetergobni.yaml,LOW
KW,Kuwait,Open Data Initiative - Kuwait e-Government,egovkw,Datasets list,Central government,Yes,https://e.gov.kw/sites/kgoenglish/Pages/OtherTopics/OpenData.aspx,data/entities/KW/Federal/opendata/egovkw.yaml,LOW
KW,Kuwait,Beatona Map Catalogue,databeatonanet,Open data portal,Central government,Yes,http://data.beatona.net,data/entities/KW/Federal/opendata/databeatonanet.yaml,LOW
CU,Cuba,Catalogo de Metadatos de la Cuba,wwwiderccu,Geoportal,Central government,No,http://www.iderc.cu/geonetwork,data/entities/CU/geo/wwwiderccu.yaml,LOW
CU,Cuba,Cuba - WIS 2.0 in a box,wisinsmetcu,Geoportal,Central government,No,http://wis.insmet.cu,data/entities/CU/geo/wisinsmetcu.yaml,LOW
TC,Turks and Caicos Islands,Turks and Caicos Data Portal,dataportalgovtc,Open data portal,Central government,No,https://dataportal.gov.tc,data/entities/TC/opendata/dataportalgovtc.yaml,LOW
TC,Turks and Caicos Islands,WebGIS for Marine Spatial Planning in Turks and Caicos Islands,webgisgovtc,Geoportal,Central government,No,https://webgis.gov.tc,data/entities/TC/geo/webgisgovtc.yaml,LOW
SS,South Sudan,DCAT Extraction from http://ssnbs.microdatahub.com,ssnbsmicrodatahubcom,Microdata catalog,Central government,No,http://ssnbs.microdatahub.com/index.php,data/entities/SS/microdata/ssnbsmicrodatahubcom.yaml,LOW
SS,South Sudan,WIS 2.0 South Sudan,wis2meteosouthsudancomss,Geoportal,Central government,No,http://wis2.meteosouthsudan.com.ss,data/entities/SS/geo/wis2meteosouthsudancomss.yaml,LOW
VE,Venezuela,Centro de Geomática y Documentación,venezuelaanihcgdopendataarcgiscom,Geoportal,Academy,No,https://venezuela-anihcgd.opendata.arcgis.com,data/entities/VE/geo/venezuelaanihcgdopendataarcgiscom.yaml,LOW
VE,Venezuela,Ministerio de Poder Popular de Planificacion geoserver,geoservermpppgobve,Geoportal,Central government,No,https://geoserver.mppp.gob.ve/geoserver,data/entities/VE/geo/geoservermpppgobve.yaml,LOW
Caribbean,Caribbean,OpenCaribbean.org,opencaribbeanorg,Open data portal,Civil society,No,http://opencaribbean.org,data/entities/Caribbean/opendata/opencaribbeanorg.yaml,LOW
Caribbean,Caribbean,Caribbean Regional Fisheries Mechanism portal,portalcrfmint,Open data portal,Civil society,No,https://portal.crfm.int,data/entities/Caribbean/opendata/portalcrfmint.yaml,LOW
AG,Antigua and Barbuda,Antigua and Barbuda Natural Resources Inventory (NRI),nrienvironmentgovag,Geoportal,Central government,No,https://nri.environment.gov.ag,data/entities/AG/geo/nrienvironmentgovag.yaml,LOW
AG,Antigua and Barbuda,Climate Change Risk Visualization Platform,climateriskmapenvironmentgovag,Geoportal,Central government,No,https://climateriskmap.environment.gov.ag,data/entities/AG/geo/climateriskmapenvironmentgovag.yaml,LOW
GY,Guyana,GuyNode Spatial Data Portal,wwwguynodecom,Geoportal,Community,No,https://www.guynode.com,data/entities/GY/geo/wwwguynodecom.yaml,LOW
GY,Guyana,Ministry of Natural Resources Guyana geoserver,mapsnregovgy,Geoportal,Central government,No,https://maps.nre.gov.gy/geoserver,data/entities/GY/geo/mapsnregovgy.yaml,LOW
HT,Haiti,HaitiData,haitidataorg,Geoportal,Central government,No,https://haitidata.org,data/entities/HT/geo/haitidataorg.yaml,LOW
HT,Haiti,SDG Haiti Hub,haitisdghubarcgiscom,Geoportal,International,No,https://haiti-sdg.hub.arcgis.com/,data/entities/HT/geo/haitisdghubarcgiscom.yaml,LOW
BT,Bhutan,Geo-Informatics Division - National Land Commission,cgignnlcsgovbt,Geoportal,Central government,No,https://cgi-gn.nlcs.gov.bt,data/entities/BT/geo/cgignnlcsgovbt.yaml,LOW
BT,Bhutan,Bhutan Biodiversity Portal geoserver,biodiversitybtgeoserver,Geoportal,Academy,No,https://biodiversity.bt/geoserver/web/,data/entities/BT/geo/biodiversitybtgeoserver.yaml,LOW
BI,Burundi,Burundi Microdata Catalog,isteebubi,Microdata catalog,Central government,No,https://isteebu.bi/nada/index.php,data/entities/BI/microdata/isteebubi.yaml,LOW
BI,Burundi,IWACU Open Data,iwacuburundiorg,Open data portal,Business,No,https://iwacu-burundi.org/opendata/en/,data/entities/BI/microdata/iwacuburundiorg.yaml,LOW
HN,Honduras,Portal de Datos Abiertos del IGG- CIGEO,portaldedatosabiertosdeliggcigeoiggcigeohubarcgiscom,Geoportal,Academy,No,https://portal-de-datos-abiertos-del-igg-cigeo-igg-cigeo.hub.arcgis.com/,data/entities/HN/geo/portaldedatosabiertosdeliggcigeoiggcigeohubarcgiscom.yaml,LOW
HN,Honduras,SDG Honduras Hub,honduras1sdghubarcgiscom,Geoportal,Civil society,No,https://honduras-1-sdg.hub.arcgis.com/,data/entities/HN/geo/honduras1sdghubarcgiscom.yaml,LOW
MV,Maldives,Maldives Bureau of Statistics Data Catalog,wwwstatisticsmaldivesgovmv,Indicators catalog,Central government,No,https://data.statisticsmaldives.gov.mv,data/entities/MV/indicators/datastatisticsmaldivesgovmv.yaml,LOW
MV,Maldives,A central source of open public data of Maldives.,betadatagovmv,Open data portal,Central government,No,https://beta.data.gov.mv,data/entities/MV/opendata/betadatagovmv.yaml,LOW
TO,Tonga,SDG Hub Tonga,tonga1sdghubarcgiscom,Geoportal,Central government,No,https://tonga1-sdg.hub.arcgis.com/,data/entities/Unknown/geo/tonga1sdghubarcgiscom.yaml,LOW
TO,Tonga,Tonga Environment Data Portal,tongadataspreporg,Open data portal,Central government,No,https://tonga-data.sprep.org,data/entities/TO/opendata/tongadataspreporg.yaml,LOW
LI,Liechtenstein,Liechtenstein Statistics Portal,etabllvli,Indicators catalog,Central government,No,https://etab.llv.li/PXWeb/,data/entities/LI/indicators/etabllvli.yaml,LOW
LI,Liechtenstein,Liechtenstein Geodata portal,servicegeollvli,Geoportal,Central government,No,https://service.geo.llv.li,data/entities/LI/geo/servicegeollvli.yaml,LOW
LatinAmerica,Latin America,Archivo Regional de datos SICA,bdsicaint,Microdata catalog,International,No,https://bd.sica.int,data/entities/LatinAmerica/microdata/bdsicaint.yaml,LOW
LatinAmerica,Latin America,AppCívico,dataurbeappcivicocom,Open data portal,Civil society,No,https://dataurbe.appcivico.com,data/entities/LatinAmerica/opendata/dataurbeappcivicocom.yaml,LOW
WS,Samoa,Samoa Bureau of Statistics Mapping and Metadata Portal,metadatasbsgovws,Microdata catalog,Central government,No,http://metadata.sbs.gov.ws,data/entities/WS/microdata/metadatasbsgovws.yaml,LOW
WS,Samoa,Samoa Environment Data Portal,samoadataspreporg,Open data portal,Central government,No,https://samoa-data.sprep.org,data/entities/WS/opendata/samoadataspreporg.yaml,LOW
SB,Solomon Islands,Solomon Islands Environment Data Portal,solomonislandsdataspreporg,Open data portal,Central government,No,https://solomonislands-data.sprep.org,data/entities/SB/opendata/solomonislandsdataspreporg.yaml,LOW
YE,Yemen,Yemen Central Statistical Organization (CSO) microdata catalog,yemencsomicrodatahubcom,Microdata catalog,Central government,No,http://yemen-cso.microdatahub.com,data/entities/YE/microdata/yemencsomicrodatahubcom.yaml,LOW
AS,American Samoa,American Samoa Environment Data Portal,americansamoadataspreporg,Open data portal,Central government,No,https://americansamoa-data.sprep.org,data/entities/US/US-AS/opendata/americansamoadataspreporg.yaml,LOW
PW,Palau,Palau Environment Data Portal,palaudataspreporg,Open data portal,Central government,No,https://palau-data.sprep.org,data/entities/PW/opendata/palaudataspreporg.yaml,LOW
NR,Nauru,Nauru Environment Data Portal - SPREP,naurudataspreporg,Open data portal,Central government,No,https://nauru-data.sprep.org,data/entities/NR/opendata/naurudataspreporg.yaml,LOW
MH,Republic of Marshall Islands,Republic of the Marshall Islands Environment Data Portal,rmidataspreporg,Open data portal,Central government,No,https://rmi-data.sprep.org,data/entities/MH/opendata/rmidataspreporg.yaml,LOW
CG,Republic of Congo,Republic of Congo - WIS 2.0 in a box,wisdirmetcg,Geoportal,Central government,No,http://wis.dirmet.cg,data/entities/CG/geo/wisdirmetcg.yaml,LOW
LC,Saint Lucia,geoservices.govt.lc/geoserver,geoservicesgovtlc,Geoportal,Central government,No,https://geoservices.govt.lc/geoserver,data/entities/LC/geo/geoservicesgovtlc.yaml,LOW
FM,Micronesia,"FSM Environment, Climate Change and Disaster Risk Management Data Portal",fsmdataspreporg,Open data portal,Central government,No,https://fsm-data.sprep.org,data/entities/FM/opendata/fsmdataspreporg.yaml,LOW
FJ,Fiji,The iTaukei Land Trust Board (TLTB) ArcGIS server,mapstltbcomfj,Geoportal,Business,No,https://maps.tltb.com.fj/arcgis/rest/services,data/entities/FJ/geo/mapstltbcomfj.yaml,LOW
LY,Libya,Libya - WIS 2.0 in a box,102221894,Geoportal,Central government,No,http://102.221.8.94,data/entities/LY/geo/102221894.yaml,LOW
ASEAN,ASEAN,ASEANStats Data Portal,dataaseanstatsorg,Indicators catalog,International,No,https://data.aseanstats.org,data/entities/ASEAN/indicators/dataaseanstatsorg.yaml,LOW
TD,Chad,Chad - WIS 2.0 in a box,wis2meteotchadorg,Geoportal,Central government,No,https://wis2.meteotchad.org,data/entities/TD/geo/wis2meteotchadorg.yaml,LOW
TV,Tuvalu,Tuvalu Environment Data Portal,tuvaludataspreporg,Open data portal,Central government,No,https://tuvalu-data.sprep.org,data/entities/TV/opendata/tuvaludataspreporg.yaml,LOW
PG,Papua New Guinea,Papua New Guinea Environment Data Portal,pngdataspreporg,Open data portal,Central government,No,https://png-data.sprep.org,data/entities/PG/opendata/pngdataspreporg.yaml,LOW
SO,Somalia,Somali National Data Archive (SoNADA),microdatanbsgovso,Microdata catalog,Central government,No,https://microdata.nbs.gov.so,data/entities/SO/microdata/microdatanbsgovso.yaml,LOW
SR,Suriname,Suriname Online Open Data,datasurinameonlineopendataarcgiscom,Geoportal,Business,No,https://data-surinameonline.opendata.arcgis.com,data/entities/SR/geo/datasurinameonlineopendataarcgiscom.yaml,LOW
BS,Bahamas,Bahamas National Geographic Information System Centre,bngiscportalgovbs,Geoportal,Central government,No,https://bngiscportal.gov.bs/server/rest/services,data/entities/BS/geo/bngiscportalgovbs.yaml,LOW
DM,Dominica,DomiNode,dominodedm,Geoportal,Central government,No,https://dominode.dm,data/entities/DM/geo/dominodedm.yaml,LOW
KI,Kiribati,Kiribati Environment Data Portal,kiribatidataspreporg,Open data portal,Central government,No,https://kiribati-data.sprep.org,data/entities/KI/opendata/kiribatidataspreporg.yaml,LOW
AO,Angola,National Data Archive Angola Microdata catalog,andineinegovao,Microdata catalog,Central government,No,https://andine.ine.gov.ao/nada/index.php,data/entities/AO/microdata/andineinegovao.yaml,LOW
GM,Gambia,Gambia Geo-Portal,32395209,Geoportal,Central government,No,http://3.23.95.209,data/entities/GM/geo/32395209.yaml,LOW
CV,Cabo Verde,Instituto Nacional de Estatístic Catálogo Central de Dados,wwwinecv,Microdata catalog,Central government,No,https://www.ine.cv/dircv/index.php,data/entities/CV/microdata/wwwinecv.yaml,LOW
LR,Liberia,The Liberia Forest Atlas,lbrforestatlasorg,Geoportal,International,No,https://lbr.forest-atlas.org,data/entities/LR/geo/lbrforestatlasorg.yaml,LOW
CD,Democratic Republic of the Congo,RGC Congo Data Catalog,wwwrgccd,Datasets list,Central government,No,http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=60&Itemid=76,data/entities/CD/opendata/wwwrgccd.yaml,LOW
NC,New Caledonia,New Caledonia Environment Data Portal,newcaledoniadataspreporg,Open data portal,Central government,No,https://newcaledonia-data.sprep.org,data/entities/FR/FR-NC/opendata/newcaledoniadataspreporg.yaml,LOW
IQ,Iraq,Open Data Gate of UOITC,opendatauoitceduiq,Open data portal,Academy,No,https://open-data.uoitc.edu.iq,data/entities/IQ/opendata/opendatauoitceduiq.yaml,LOW
PR,Puerto Rico,the-culebra-project-horsleywitten.opendata.arcgis.com,theculebraprojecthorsleywittenopendataarcgiscom,Geoportal,Civil society,No,https://the-culebra-project-horsleywitten.opendata.arcgis.com/,data/entities/Unknown/geo/theculebraprojecthorsleywittenopendataarcgiscom.yaml,LOW
MQ,Martinique,Madininair AIR QUALITY - Open Data Portal,datamadininairopendataarcgiscom,Geoportal,Business,No,https://data-madininair.opendata.arcgis.com/,data/entities/Unknown/geo/datamadininairopendataarcgiscom.yaml,LOW
LS,Lesotho,Lesoto Data Library,datalibrarygovls,Geoportal,Central government,No,http://data-library.gov.ls,data/entities/LS/geo/datalibrarygovls.yaml,LOW
CK,Cook Islands,Cook Islands Environment Data Portal,cookislandsdataspreporg,Open data portal,Central government,No,https://cookislands-data.sprep.org,data/entities/CK/opendata/cookislandsdataspreporg.yaml,LOW
